src_ip,dst_ip,src_port,dst_port,packet_count,flow_duration,avg_packet_size,iat_mean,total_bytes
192.168.10.17,23.50.75.27,47841,80,23,6.08157205581665,642.695652173913,0.27643509344621137,14782
192.168.10.17,23.50.75.27,47844,80,5,5.29257607460022,69.2,1.323144018650055,346
192.168.10.17,216.58.219.206,35505,80,16,2.789813995361328,436.6875,0.1859875996907552,6987
192.168.10.17,50.63.243.230,38526,80,9,0.31115078926086426,367.3333333333333,0.03889384865760803,3306
192.168.10.17,23.50.75.27,47855,80,28,6.065641164779663,699.7142857142857,0.22465337647332084,19592
192.168.10.17,23.50.75.27,47856,80,18,4.77068305015564,571.8333333333334,0.28062841471503763,10293
192.168.10.17,50.63.243.230,38533,80,9,0.16709494590759277,367.55555555555554,0.020886868238449097,3308
192.168.10.17,50.63.243.230,38534,80,8,0.8027141094207764,224.25,0.11467344420296806,1794
192.168.10.17,178.255.83.1,53710,80,9,0.049334049224853516,212.22222222222223,0.0061667561531066895,1910
192.168.10.17,178.255.83.1,53711,80,10,1.5431039333343506,198.4,0.1714559925927056,1984
192.168.10.17,104.16.26.216,43503,80,15,2.6804850101470947,657.6,0.19146321501050675,9864
192.168.10.17,104.16.26.216,43504,80,6,5.576133966445923,63.333333333333336,1.1152267932891846,380
192.168.10.17,72.21.91.29,45969,80,20,4.435680150985718,437.3,0.23345685005187988,8746
192.168.10.17,23.50.75.27,47910,80,9,3.2888569831848145,557.5555555555555,0.4111071228981018,5018
192.168.10.17,50.63.243.230,38586,80,9,0.0682668685913086,367.3333333333333,0.008533358573913574,3306
192.168.10.17,50.63.243.230,38587,80,9,0.8126320838928223,206.66666666666666,0.10157901048660278,1860
192.168.10.17,52.84.143.31,58164,80,28,4.279114007949829,474.2857142857143,0.15848570399814182,13280
192.168.10.17,178.255.83.1,53794,80,8,0.04911398887634277,230.5,0.007016284125191825,1844
192.168.10.17,178.255.83.1,53795,80,9,0.1864328384399414,212.22222222222223,0.023304104804992676,1910
192.168.10.17,23.208.165.24,51177,80,4,0.04918718338012695,804.75,0.016395727793375652,3219
192.168.10.17,50.63.243.230,38642,80,9,0.10065102577209473,367.1111111111111,0.01258137822151184,3304
192.168.10.17,50.63.243.230,38645,80,8,0.06686186790466309,405.0,0.009551695414951869,3240
192.168.10.17,50.63.243.230,38646,80,7,0.4304971694946289,246.57142857142858,0.07174952824910481,1726
192.168.10.17,178.255.83.1,53829,80,9,0.047731876373291016,212.33333333333334,0.005966484546661377,1911
192.168.10.17,178.255.83.1,53830,80,9,1.6999750137329102,213.0,0.21249687671661377,1917
192.168.10.17,50.63.243.230,38665,80,8,0.06657195091247559,224.25,0.009510278701782227,1794
192.168.10.17,50.63.243.230,38668,80,10,0.10091996192932129,192.6,0.01121332910325792,1926
192.168.10.17,50.63.243.230,38669,80,8,0.14983105659484863,405.25,0.02140443665640695,3242
192.168.10.17,178.255.83.1,53843,80,7,0.04749608039855957,253.71428571428572,0.007916013399759928,1776
192.168.10.17,178.255.83.1,53844,80,9,0.45659494400024414,212.0,0.05707436800003052,1908
192.168.10.17,178.255.83.1,53851,80,9,0.06258511543273926,212.22222222222223,0.007823139429092407,1910
192.168.10.17,178.255.83.1,53852,80,8,0.25510311126708984,230.5,0.03644330160958426,1844
192.168.10.17,50.63.243.230,38685,80,8,0.06723380088806152,405.25,0.009604828698294503,3242
192.168.10.17,50.63.243.230,38686,80,8,0.1291351318359375,224.0,0.0184478759765625,1792
192.168.10.17,50.63.243.230,38703,80,10,0.1033470630645752,192.4,0.011483007007175021,1924
192.168.10.17,178.255.83.1,53878,80,9,0.10413193702697754,212.0,0.013016492128372192,1908
192.168.10.17,50.63.243.230,38711,80,8,0.0708611011505127,405.25,0.010123014450073242,3242
192.168.10.17,50.63.243.230,38712,80,8,0.1550898551940918,405.25,0.022155693599155972,3242
192.168.10.17,52.84.143.31,58280,80,5,1.0124378204345703,70.8,0.2531094551086426,354
192.168.10.17,23.50.75.27,48040,80,6,0.04811382293701172,483.0,0.009622764587402344,2898
192.168.10.17,50.63.243.230,38719,80,9,0.06683707237243652,367.3333333333333,0.008354634046554565,3306
192.168.10.17,50.63.243.230,38720,80,8,0.22253084182739258,223.75,0.031790120261056085,1790
192.168.10.17,23.50.75.27,48053,80,9,1.2233469486236572,554.0,0.15291836857795715,4986
192.168.10.17,50.63.243.230,38729,80,8,0.06792998313903809,405.25,0.009704283305576869,3242
192.168.10.17,50.63.243.230,38730,80,8,0.40264201164245605,405.25,0.05752028737749372,3242
192.168.10.5,34.192.19.190,49274,80,7,0.13092589378356934,205.0,0.021820982297261555,1435
192.168.10.17,178.255.83.1,53908,80,9,0.04766201972961426,212.0,0.005957752466201782,1908
192.168.10.17,178.255.83.1,53909,80,7,0.38259005546569824,253.71428571428572,0.06376500924428304,1776
192.168.10.5,23.15.4.17,49275,80,50,0.4943389892578125,1036.0,0.010088550801179846,51800
192.168.10.17,178.255.83.1,53916,80,8,0.07539606094360352,230.25,0.010770865849086217,1842
