flow_id,isup_session_id,sequence_id,message_type,isup_msg_type,stage,direction,msg_size,packet_length,iat,inter_arrival_time,cause_code,is_retransmission,attack_type
35,35,4,RLC,RLC,cleanup,1,178,178,0.14675111759607373,0.14675111759607373,29,1,normal
36,36,3,REL,REL,cleanup,1,133,133,0.21225855086262552,0.21225855086262552,11,0,normal
36,36,4,RLC,RLC,cleanup,1,145,145,0.22547531589797246,0.22547531589797246,9,0,normal
37,37,3,REL,REL,cleanup,1,131,131,0.19340306301744054,0.19340306301744054,30,1,normal
37,37,4,RLC,RLC,cleanup,1,145,145,0.24614093631883358,0.24614093631883358,27,0,normal
38,38,3,REL,REL,cleanup,1,122,122,0.1553631992116341,0.1553631992116341,1,0,normal
38,38,4,RLC,RLC,cleanup,1,218,218,0.1590800881586825,0.1590800881586825,14,1,normal
39,39,2,REL,REL,cleanup,1,135,135,0.13544986740668813,0.13544986740668813,12,0,missing_anm
39,39,3,RLC,RLC,cleanup,1,148,148,0.24135950157064912,0.24135950157064912,8,1,missing_anm
40,40,3,REL,REL,cleanup,1,214,214,0.1203439203139074,0.1203439203139074,11,0,normal
40,40,4,RLC,RLC,cleanup,1,135,135,0.1342987766714606,0.1342987766714606,20,1,normal
41,41,3,REL,REL,cleanup,1,137,137,0.08503310693932847,0.08503310693932847,28,0,normal
41,41,4,RLC,RLC,cleanup,1,181,181,0.11241979788930107,0.11241979788930107,8,0,normal
42,42,3,REL,REL,cleanup,1,139,139,0.17017384707877914,0.17017384707877914,29,0,normal
42,42,4,RLC,RLC,cleanup,1,122,122,0.18819286111021952,0.18819286111021952,4,1,normal
43,43,3,REL,REL,cleanup,1,109,109,0.1647640369767529,0.1647640369767529,5,1,normal
43,43,4,RLC,RLC,cleanup,1,189,189,0.290461902187376,0.290461902187376,19,1,normal
44,44,3,REL,REL,cleanup,1,177,177,0.1545747352761025,0.1545747352761025,21,0,normal
44,44,4,RLC,RLC,cleanup,1,204,204,0.1686520276268351,0.1686520276268351,11,0,normal
45,45,3,REL,REL,cleanup,1,140,140,0.20572112010807952,0.20572112010807952,19,0,normal
45,45,4,RLC,RLC,cleanup,1,174,174,0.2349341151860617,0.2349341151860617,9,0,normal
46,46,3,REL,REL,cleanup,1,149,149,0.20089259313638105,0.20089259313638105,11,0,normal
46,46,4,RLC,RLC,cleanup,1,133,133,0.20347908832583636,0.20347908832583636,6,0,normal
47,47,3,REL,REL,cleanup,1,220,220,0.12221840093027282,0.12221840093027282,25,0,normal
47,47,4,RLC,RLC,cleanup,1,140,140,0.24807614562283636,0.24807614562283636,31,0,normal
48,48,3,REL,REL,cleanup,1,183,183,0.14127198399109875,0.14127198399109875,17,0,normal
48,48,4,RLC,RLC,cleanup,1,125,125,0.14621338482506502,0.14621338482506502,25,1,normal
49,49,3,REL,REL,cleanup,1,108,108,0.11341171549312362,0.11341171549312362,11,0,normal
49,49,4,RLC,RLC,cleanup,1,138,138,0.1264707735396601,0.1264707735396601,3,0,normal
50,50,3,REL,REL,cleanup,1,115,115,0.2191867969349897,0.2191867969349897,28,0,normal
50,50,4,RLC,RLC,cleanup,1,202,202,0.2239423083159681,0.2239423083159681,2,1,normal
51,51,1,REL,REL,cleanup,1,172,172,0.04976832861857283,0.04976832861857283,13,0,fast_release
51,51,2,RLC,RLC,cleanup,1,118,118,0.07018791006952442,0.07018791006952442,13,0,fast_release
52,52,1,REL,REL,cleanup,1,100,100,0.009872948060303364,0.009872948060303364,25,1,fast_release
52,52,2,RLC,RLC,cleanup,1,119,119,0.015092850911372599,0.015092850911372599,30,0,fast_release
53,53,3,REL,REL,cleanup,1,138,138,0.08281822197229644,0.08281822197229644,26,0,normal
53,53,4,RLC,RLC,cleanup,1,121,121,0.1928944664970092,0.1928944664970092,7,0,normal
55,55,3,REL,REL,cleanup,1,120,120,0.16921844894497173,0.16921844894497173,28,1,normal
55,55,4,RLC,RLC,cleanup,1,154,154,0.17601855826430413,0.17601855826430413,18,1,normal
56,56,1,REL,REL,cleanup,1,186,186,0.06330497763283441,0.06330497763283441,7,1,fast_release
56,56,2,RLC,RLC,cleanup,1,116,116,0.07741144065811137,0.07741144065811137,28,1,fast_release
57,57,3,REL,REL,cleanup,1,212,212,0.2606496052144795,0.2606496052144795,17,1,normal
57,57,4,RLC,RLC,cleanup,1,146,146,0.2833693430861108,0.2833693430861108,9,0,normal
60,60,3,REL,REL,cleanup,1,139,139,0.151115720027037,0.151115720027037,3,0,normal
60,60,4,RLC,RLC,cleanup,1,147,147,0.1792726660385511,0.1792726660385511,15,0,normal
61,61,1,REL,REL,cleanup,1,91,91,0.015549008482169939,0.015549008482169939,4,0,fast_release
61,61,2,RLC,RLC,cleanup,1,167,167,0.02087781352071324,0.02087781352071324,4,0,fast_release
62,62,3,REL,REL,cleanup,1,102,102,0.04724794200085737,0.04724794200085737,26,1,normal
62,62,4,RLC,RLC,cleanup,1,149,149,0.09907994896952575,0.09907994896952575,26,0,normal
63,63,3,REL,REL,cleanup,1,193,193,0.18694384539256462,0.18694384539256462,23,1,normal
63,63,4,RLC,RLC,cleanup,1,199,199,0.20480953642012098,0.20480953642012098,7,1,normal
64,64,3,REL,REL,cleanup,1,214,214,0.08034826594166988,0.08034826594166988,8,0,normal
64,64,4,RLC,RLC,cleanup,1,152,152,0.1154575818302605,0.1154575818302605,21,1,normal
66,66,3,REL,REL,cleanup,1,120,120,0.23195135008040169,0.23195135008040169,17,0,normal
66,66,4,RLC,RLC,cleanup,1,199,199,0.250004093301336,0.250004093301336,3,1,normal
67,67,2,REL,REL,cleanup,1,126,126,0.17151402637156768,0.17151402637156768,2,0,missing_anm
67,67,3,RLC,RLC,cleanup,1,177,177,0.26639662303114087,0.26639662303114087,24,1,missing_anm
68,68,3,REL,REL,cleanup,1,158,158,0.196870243253651,0.196870243253651,24,1,normal
68,68,4,RLC,RLC,cleanup,1,122,122,0.2106528215892238,0.2106528215892238,14,0,normal
70,70,3,REL,REL,cleanup,1,198,198,0.06726188108444282,0.06726188108444282,7,0,normal
70,70,4,RLC,RLC,cleanup,1,171,171,0.09001044823129685,0.09001044823129685,30,0,normal
72,72,1,REL,REL,cleanup,1,134,134,0.02876348188253929,0.02876348188253929,19,0,fast_release
72,72,2,RLC,RLC,cleanup,1,131,131,0.04625977897128467,0.04625977897128467,3,0,fast_release
74,74,2,REL,REL,cleanup,1,181,181,0.16381368931094817,0.16381368931094817,14,0,missing_anm
74,74,3,RLC,RLC,cleanup,1,188,188,0.1860076708311478,0.1860076708311478,26,1,missing_anm
75,75,3,REL,REL,cleanup,1,188,188,0.20512990382728302,0.20512990382728302,25,0,normal
75,75,4,RLC,RLC,cleanup,1,129,129,0.2377772581440475,0.2377772581440475,24,0,normal
76,76,3,REL,REL,cleanup,1,102,102,0.11099201253040329,0.11099201253040329,29,0,normal
76,76,4,RLC,RLC,cleanup,1,132,132,0.1713369703538084,0.1713369703538084,5,0,normal
77,77,1,REL,REL,cleanup,1,173,173,0.025753030459482906,0.025753030459482906,13,0,fast_release
77,77,2,RLC,RLC,cleanup,1,127,127,0.07320065375213658,0.07320065375213658,13,1,fast_release
78,78,3,REL,REL,cleanup,1,187,187,0.09319273081528716,0.09319273081528716,3,0,normal
78,78,4,RLC,RLC,cleanup,1,212,212,0.09454967441084143,0.09454967441084143,27,0,normal
79,79,3,REL,REL,cleanup,1,104,104,0.2942001017769828,0.2942001017769828,31,1,normal
79,79,4,RLC,RLC,cleanup,1,190,190,0.3784468008557896,0.3784468008557896,28,1,normal
81,81,3,REL,REL,cleanup,1,152,152,0.18788563359957167,0.18788563359957167,29,1,normal
81,81,4,RLC,RLC,cleanup,1,151,151,0.20741169033070903,0.20741169033070903,7,1,normal
82,82,3,REL,REL,cleanup,1,160,160,0.12519693646510793,0.12519693646510793,13,0,normal
82,82,4,RLC,RLC,cleanup,1,153,153,0.13170596682676106,0.13170596682676106,11,0,normal
84,84,3,REL,REL,cleanup,1,184,184,0.1378353333544241,0.1378353333544241,5,1,normal
84,84,4,RLC,RLC,cleanup,1,102,102,0.14482155413074285,0.14482155413074285,30,1,normal
85,85,3,REL,REL,cleanup,1,162,162,0.24146153948080457,0.24146153948080457,6,0,normal
85,85,4,RLC,RLC,cleanup,1,151,151,0.27491966717365307,0.27491966717365307,28,0,normal
86,86,3,REL,REL,cleanup,1,101,101,0.14781772093012757,0.14781772093012757,3,1,normal
86,86,4,RLC,RLC,cleanup,1,104,104,0.14888875183330472,0.14888875183330472,29,1,normal
87,87,3,REL,REL,cleanup,1,103,103,0.05736945811522774,0.05736945811522774,29,0,normal
87,87,4,RLC,RLC,cleanup,1,204,204,0.059001658879659136,0.059001658879659136,28,0,normal
88,88,3,REL,REL,cleanup,1,192,192,0.2295167759416146,0.2295167759416146,3,0,normal
88,88,4,RLC,RLC,cleanup,1,205,205,0.23109268846751813,0.23109268846751813,28,0,normal
89,89,3,REL,REL,cleanup,1,109,109,0.12808785797468003,0.12808785797468003,4,1,normal
89,89,4,RLC,RLC,cleanup,1,198,198,0.15573265799451225,0.15573265799451225,19,0,normal
90,90,3,REL,REL,cleanup,1,119,119,0.0771719466010282,0.0771719466010282,0,1,normal
90,90,4,RLC,RLC,cleanup,1,218,218,0.08523509334739351,0.08523509334739351,2,1,normal
91,91,3,REL,REL,cleanup,1,212,212,0.22659183220154422,0.22659183220154422,2,1,normal
91,91,4,RLC,RLC,cleanup,1,176,176,0.22705950714288772,0.22705950714288772,25,1,normal
92,92,3,REL,REL,cleanup,1,168,168,0.12595028417478454,0.12595028417478454,10,0,normal
92,92,4,RLC,RLC,cleanup,1,151,151,0.12713496994969853,0.12713496994969853,9,1,normal
93,93,3,REL,REL,cleanup,1,109,109,0.1528926475010414,0.1528926475010414,15,1,normal
93,93,4,RLC,RLC,cleanup,1,164,164,0.16517612154133002,0.16517612154133002,18,0,normal
94,94,3,REL,REL,cleanup,1,196,196,0.10792249614067216,0.10792249614067216,6,1,normal
94,94,4,RLC,RLC,cleanup,1,148,148,0.1358421758676317,0.1358421758676317,0,1,normal
95,95,1,REL,REL,cleanup,1,186,186,0.013239301548092029,0.013239301548092029,28,1,fast_release
95,95,2,RLC,RLC,cleanup,1,100,100,0.05644123273812392,0.05644123273812392,27,0,fast_release
96,96,3,REL,REL,cleanup,1,144,144,0.31502751613038926,0.31502751613038926,25,1,normal
96,96,4,RLC,RLC,cleanup,1,159,159,0.38025291243850334,0.38025291243850334,30,0,normal
97,97,3,REL,REL,cleanup,1,106,106,0.10459906289529376,0.10459906289529376,7,0,normal
97,97,4,RLC,RLC,cleanup,1,162,162,0.11148372252729927,0.11148372252729927,6,1,normal
98,98,3,REL,REL,cleanup,1,174,174,0.16709584535863242,0.16709584535863242,31,1,normal
98,98,4,RLC,RLC,cleanup,1,212,212,0.17285235334677335,0.17285235334677335,28,0,normal
99,99,3,REL,REL,cleanup,1,184,184,0.11562193765225538,0.11562193765225538,28,0,normal
99,99,4,RLC,RLC,cleanup,1,105,105,0.13584027676912835,0.13584027676912835,22,0,normal
100,100,2,REL,REL,cleanup,1,190,190,0.1953006318889207,0.1953006318889207,21,0,missing_anm
100,100,3,RLC,RLC,cleanup,1,108,108,0.19765762205717763,0.19765762205717763,24,0,missing_anm
101,101,3,REL,REL,cleanup,1,185,185,0.09044941573466739,0.09044941573466739,31,0,normal
101,101,4,RLC,RLC,cleanup,1,127,127,0.10625309546257916,0.10625309546257916,1,1,normal
102,102,3,REL,REL,cleanup,1,141,141,0.228700062010414,0.228700062010414,26,1,normal
102,102,4,RLC,RLC,cleanup,1,187,187,0.25704215835243877,0.25704215835243877,1,1,normal
103,103,3,REL,REL,cleanup,1,176,176,0.14563162019655645,0.14563162019655645,5,1,normal
103,103,4,RLC,RLC,cleanup,1,153,153,0.15907781308121458,0.15907781308121458,0,0,normal
104,104,3,REL,REL,cleanup,1,176,176,0.15078407335363303,0.15078407335363303,11,0,normal
104,104,4,RLC,RLC,cleanup,1,108,108,0.15963872327756026,0.15963872327756026,13,0,normal
105,105,2,REL,REL,cleanup,1,141,141,0.15704325944818134,0.15704325944818134,28,1,missing_anm
105,105,3,RLC,RLC,cleanup,1,129,129,0.16829334905841717,0.16829334905841717,20,0,missing_anm
106,106,3,REL,REL,cleanup,1,207,207,0.31463759610453346,0.31463759610453346,6,1,normal
106,106,4,RLC,RLC,cleanup,1,122,122,0.3361672664000857,0.3361672664000857,19,0,normal
108,108,2,REL,REL,cleanup,1,150,150,0.16216412281948384,0.16216412281948384,10,0,missing_anm
108,108,3,RLC,RLC,cleanup,1,184,184,0.22012691266870307,0.22012691266870307,23,0,missing_anm
109,109,3,REL,REL,cleanup,1,134,134,0.10318672569877403,0.10318672569877403,15,0,normal
109,109,4,RLC,RLC,cleanup,1,144,144,0.11288887860293179,0.11288887860293179,22,0,normal
110,110,3,REL,REL,cleanup,1,199,199,0.07955427519864598,0.07955427519864598,8,1,normal
110,110,4,RLC,RLC,cleanup,1,151,151,0.12399168701940166,0.12399168701940166,24,1,normal
111,111,3,REL,REL,cleanup,1,130,130,0.15231808997530735,0.15231808997530735,19,0,normal
111,111,4,RLC,RLC,cleanup,1,196,196,0.1728362873744734,0.1728362873744734,11,0,normal
112,112,3,REL,REL,cleanup,1,178,178,0.017540702161676934,0.017540702161676934,21,1,normal
112,112,4,RLC,RLC,cleanup,1,129,129,0.02828222617213749,0.02828222617213749,26,0,normal
113,113,3,REL,REL,cleanup,1,110,110,0.18334530017214012,0.18334530017214012,9,1,normal
113,113,4,RLC,RLC,cleanup,1,106,106,0.23207766599960297,0.23207766599960297,5,0,normal
114,114,3,REL,REL,cleanup,1,200,200,0.05880986883965389,0.05880986883965389,18,1,normal
114,114,4,RLC,RLC,cleanup,1,192,192,0.06588877718072308,0.06588877718072308,24,1,normal
115,115,1,REL,REL,cleanup,1,176,176,0.07535199367403682,0.07535199367403682,30,1,fast_release
115,115,2,RLC,RLC,cleanup,1,103,103,0.07743218051865418,0.07743218051865418,2,0,fast_release
116,116,3,REL,REL,cleanup,1,151,151,0.1881686217161607,0.1881686217161607,24,0,normal
116,116,4,RLC,RLC,cleanup,1,215,215,0.26064334137735473,0.26064334137735473,5,0,normal
117,117,2,REL,REL,cleanup,1,127,127,0.12501157447725772,0.12501157447725772,5,1,missing_anm
117,117,3,RLC,RLC,cleanup,1,124,124,0.16179885993801685,0.16179885993801685,21,1,missing_anm
118,118,3,REL,REL,cleanup,1,103,103,0.051010144079896305,0.051010144079896305,24,0,normal
118,118,4,RLC,RLC,cleanup,1,188,188,0.06298320501958782,0.06298320501958782,15,0,normal
119,119,3,REL,REL,cleanup,1,152,152,0.10984953499206221,0.10984953499206221,9,0,normal
119,119,4,RLC,RLC,cleanup,1,118,118,0.14898324709064567,0.14898324709064567,4,1,normal
120,120,3,REL,REL,cleanup,1,113,113,0.11595808441158394,0.11595808441158394,0,0,normal
120,120,4,RLC,RLC,cleanup,1,113,113,0.17572335135825842,0.17572335135825842,18,0,normal
121,121,3,REL,REL,cleanup,1,162,162,0.09180236561374468,0.09180236561374468,6,0,normal
121,121,4,RLC,RLC,cleanup,1,192,192,0.16310410687396265,0.16310410687396265,1,1,normal
122,122,3,REL,REL,cleanup,1,109,109,0.17348743529099908,0.17348743529099908,2,0,normal
122,122,4,RLC,RLC,cleanup,1,110,110,0.25701184172689123,0.25701184172689123,3,0,normal
123,123,2,REL,REL,cleanup,1,175,175,0.07537737553016571,0.07537737553016571,29,0,missing_anm
123,123,3,RLC,RLC,cleanup,1,188,188,0.11967118167235377,0.11967118167235377,26,1,missing_anm
124,124,3,REL,REL,cleanup,1,119,119,0.20373262451796792,0.20373262451796792,15,1,normal
124,124,4,RLC,RLC,cleanup,1,116,116,0.22797286993266794,0.22797286993266794,5,1,normal
125,125,3,REL,REL,cleanup,1,149,149,0.28795009346674305,0.28795009346674305,30,0,normal
125,125,4,RLC,RLC,cleanup,1,218,218,0.3261614936588892,0.3261614936588892,18,1,normal
126,126,3,REL,REL,cleanup,1,142,142,0.22015506473994728,0.22015506473994728,13,0,normal
126,126,4,RLC,RLC,cleanup,1,136,136,0.2562773501216251,0.2562773501216251,1,1,normal
127,127,3,REL,REL,cleanup,1,220,220,0.11750581813719138,0.11750581813719138,28,1,normal
127,127,4,RLC,RLC,cleanup,1,156,156,0.1339092951507033,0.1339092951507033,0,0,normal
128,128,3,REL,REL,cleanup,1,208,208,0.22445849285700603,0.22445849285700603,23,0,normal
128,128,4,RLC,RLC,cleanup,1,180,180,0.2340634859609448,0.2340634859609448,24,1,normal
129,129,3,REL,REL,cleanup,1,187,187,0.21583531302428,0.21583531302428,29,1,normal
129,129,4,RLC,RLC,cleanup,1,182,182,0.23672582895513122,0.23672582895513122,10,0,normal
130,130,3,REL,REL,cleanup,1,176,176,0.13887084686649728,0.13887084686649728,11,1,normal
130,130,4,RLC,RLC,cleanup,1,186,186,0.156839864926325,0.156839864926325,9,1,normal
131,131,3,REL,REL,cleanup,1,114,114,0.10661561055654421,0.10661561055654421,13,1,normal
131,131,4,RLC,RLC,cleanup,1,203,203,0.11729107205885267,0.11729107205885267,10,0,normal
132,132,3,REL,REL,cleanup,1,220,220,0.18531128630300142,0.18531128630300142,4,1,normal
132,132,4,RLC,RLC,cleanup,1,215,215,0.277690175377037,0.277690175377037,15,0,normal
133,133,3,REL,REL,cleanup,1,145,145,0.1723114543192082,0.1723114543192082,24,0,normal
133,133,4,RLC,RLC,cleanup,1,196,196,0.1723993061683825,0.1723993061683825,15,0,normal
134,134,3,REL,REL,cleanup,1,177,177,0.11972117019620525,0.11972117019620525,19,0,normal
134,134,4,RLC,RLC,cleanup,1,180,180,0.15021034524397223,0.15021034524397223,26,0,normal
135,135,1,REL,REL,cleanup,1,155,155,0.044686547869701485,0.044686547869701485,20,0,fast_release
135,135,2,RLC,RLC,cleanup,1,132,132,0.07082183225133379,0.07082183225133379,7,0,fast_release
136,136,3,REL,REL,cleanup,1,136,136,0.08520540773822241,0.08520540773822241,11,0,normal
136,136,4,RLC,RLC,cleanup,1,114,114,0.12215583440723032,0.12215583440723032,16,0,normal
137,137,3,REL,REL,cleanup,1,125,125,0.0830707662888639,0.0830707662888639,31,0,normal
137,137,4,RLC,RLC,cleanup,1,211,211,0.08859847503267022,0.08859847503267022,27,0,normal
138,138,1,REL,REL,cleanup,1,144,144,0.03855625852865967,0.03855625852865967,20,0,fast_release
138,138,2,RLC,RLC,cleanup,1,144,144,0.03928354370382525,0.03928354370382525,30,0,fast_release
139,139,3,REL,REL,cleanup,1,111,111,0.18181091552726056,0.18181091552726056,24,0,normal
139,139,4,RLC,RLC,cleanup,1,116,116,0.22722915584556402,0.22722915584556402,6,1,normal
140,140,3,REL,REL,cleanup,1,207,207,0.04922326769495365,0.04922326769495365,23,0,normal
140,140,4,RLC,RLC,cleanup,1,190,190,0.13638294010131669,0.13638294010131669,29,1,normal
141,141,3,REL,REL,cleanup,1,210,210,0.13327595212111942,0.13327595212111942,7,1,normal
141,141,4,RLC,RLC,cleanup,1,190,190,0.19095300453717853,0.19095300453717853,25,1,normal
142,142,3,REL,REL,cleanup,1,211,211,0.18420946447479064,0.18420946447479064,12,0,normal
142,142,4,RLC,RLC,cleanup,1,210,210,0.2395916682231852,0.2395916682231852,23,0,normal
144,144,3,REL,REL,cleanup,1,166,166,0.049241185581595036,0.049241185581595036,17,1,normal
144,144,4,RLC,RLC,cleanup,1,153,153,0.06077922784258007,0.06077922784258007,17,0,normal
145,145,2,REL,REL,cleanup,1,144,144,0.03856234167830931,0.03856234167830931,2,0,missing_anm
145,145,3,RLC,RLC,cleanup,1,113,113,0.04879481650688821,0.04879481650688821,0,1,missing_anm
146,146,3,REL,REL,cleanup,1,147,147,0.13099762376865928,0.13099762376865928,13,0,normal
146,146,4,RLC,RLC,cleanup,1,159,159,0.13190566097511208,0.13190566097511208,20,1,normal
147,147,3,REL,REL,cleanup,1,158,158,0.15859429141251843,0.15859429141251843,20,0,normal
147,147,4,RLC,RLC,cleanup,1,187,187,0.1857885209970329,0.1857885209970329,18,1,normal
148,148,3,REL,REL,cleanup,1,181,181,0.04478459503767954,0.04478459503767954,6,1,normal
148,148,4,RLC,RLC,cleanup,1,122,122,0.08980203545376589,0.08980203545376589,11,0,normal
149,149,3,REL,REL,cleanup,1,183,183,0.1373694199169988,0.1373694199169988,4,0,normal
149,149,4,RLC,RLC,cleanup,1,175,175,0.17149443986266943,0.17149443986266943,1,1,normal
150,150,3,REL,REL,cleanup,1,201,201,0.0675189712934805,0.0675189712934805,25,0,normal
150,150,4,RLC,RLC,cleanup,1,107,107,0.1375881302349682,0.1375881302349682,26,1,normal
151,151,2,REL,REL,cleanup,1,109,109,0.27125620298868924,0.27125620298868924,7,0,missing_anm
151,151,3,RLC,RLC,cleanup,1,124,124,0.2922826801975373,0.2922826801975373,0,0,missing_anm
