flow_id,isup_session_id,sequence_id,message_type,isup_msg_type,stage,direction,msg_size,packet_length,iat,inter_arrival_time,cause_code,is_retransmission,attack_type
28,28,2,ANM,ANM,active,0,143,143,0.08923212331378311,0.08923212331378311,7,1,normal
29,29,2,ANM,ANM,active,0,167,167,0.19690690666155547,0.19690690666155547,17,0,normal
30,30,2,ANM,ANM,active,0,215,215,0.11789995245455018,0.11789995245455018,20,1,normal
32,32,2,ANM,ANM,active,0,212,212,0.2767511225966391,0.2767511225966391,23,0,normal
33,33,2,ANM,ANM,active,0,164,164,0.02025794004521589,0.02025794004521589,18,1,normal
35,35,2,ANM,ANM,active,0,218,218,0.02875879527619226,0.02875879527619226,12,0,normal
36,36,2,ANM,ANM,active,0,147,147,0.07320033735241212,0.07320033735241212,16,0,normal
37,37,2,ANM,ANM,active,0,145,145,0.1112473914411792,0.1112473914411792,24,1,normal
38,38,2,ANM,ANM,active,0,218,218,0.13993515613631313,0.13993515613631313,13,0,normal
40,40,2,ANM,ANM,active,0,103,103,0.08117884369958756,0.08117884369958756,3,0,normal
41,41,2,ANM,ANM,active,0,105,105,0.06919623823006832,0.06919623823006832,5,0,normal
42,42,2,ANM,ANM,active,0,133,133,0.13437129737845271,0.13437129737845271,19,1,normal
43,43,2,ANM,ANM,active,0,176,176,0.1412538276466441,0.1412538276466441,6,0,normal
44,44,2,ANM,ANM,active,0,140,140,0.11037783017716345,0.11037783017716345,9,0,normal
45,45,2,ANM,ANM,active,0,217,217,0.07333350284664869,0.07333350284664869,31,0,normal
46,46,2,ANM,ANM,active,0,131,131,0.15898767268482364,0.15898767268482364,3,1,normal
47,47,2,ANM,ANM,active,0,106,106,0.09576078462313231,0.09576078462313231,20,0,normal
48,48,2,ANM,ANM,active,0,166,166,0.08304674332825743,0.08304674332825743,4,0,normal
49,49,2,ANM,ANM,active,0,183,183,0.10729581423178383,0.10729581423178383,2,0,normal
50,50,2,ANM,ANM,active,0,155,155,0.10696694639263488,0.10696694639263488,11,1,normal
53,53,2,ANM,ANM,active,0,201,201,0.055612460687610506,0.055612460687610506,3,1,normal
55,55,2,ANM,ANM,active,0,165,165,0.1650989936384812,0.1650989936384812,11,1,normal
57,57,2,ANM,ANM,active,0,205,205,0.24235397490747707,0.24235397490747707,11,0,normal
60,60,2,ANM,ANM,active,0,124,124,0.0758189075671439,0.0758189075671439,22,0,normal
62,62,2,ANM,ANM,active,0,193,193,0.032939508019634696,0.032939508019634696,20,0,normal
63,63,2,ANM,ANM,active,0,206,206,0.15608478576415397,0.15608478576415397,11,0,normal
64,64,2,ANM,ANM,active,0,182,182,0.08014480993704659,0.08014480993704659,5,0,normal
66,66,2,ANM,ANM,active,0,207,207,0.04997569529153398,0.04997569529153398,12,1,normal
68,68,2,ANM,ANM,active,0,212,212,0.1957031157179677,0.1957031157179677,3,1,normal
70,70,2,ANM,ANM,active,0,132,132,0.05452533754143213,0.05452533754143213,3,1,normal
75,75,2,ANM,ANM,active,0,204,204,0.15664921823699268,0.15664921823699268,20,1,normal
76,76,2,ANM,ANM,active,0,121,121,0.08970629943278141,0.08970629943278141,9,1,normal
78,78,2,ANM,ANM,active,0,153,153,0.06430212027039948,0.06430212027039948,5,0,normal
79,79,2,ANM,ANM,active,0,128,128,0.28150475511627826,0.28150475511627826,12,1,normal
81,81,2,ANM,ANM,active,0,120,120,0.17199872998803234,0.17199872998803234,20,0,normal
82,82,2,ANM,ANM,active,0,145,145,0.05245686331475856,0.05245686331475856,17,1,normal
84,84,2,ANM,ANM,active,0,163,163,0.11433171237887473,0.11433171237887473,12,1,normal
85,85,2,ANM,ANM,active,0,107,107,0.14401966317613274,0.14401966317613274,30,0,normal
86,86,2,ANM,ANM,active,0,114,114,0.13870503473301676,0.13870503473301676,29,1,normal
87,87,2,ANM,ANM,active,0,120,120,0.047320375072057094,0.047320375072057094,22,0,normal
88,88,2,ANM,ANM,active,0,203,203,0.20031560119328323,0.20031560119328323,14,0,normal
89,89,2,ANM,ANM,active,0,129,129,0.02959406607049609,0.02959406607049609,22,0,normal
90,90,2,ANM,ANM,active,0,202,202,0.07480688433484795,0.07480688433484795,1,0,normal
91,91,2,ANM,ANM,active,0,144,144,0.1865439335660246,0.1865439335660246,4,0,normal
92,92,2,ANM,ANM,active,0,187,187,0.11688335381738504,0.11688335381738504,12,1,normal
93,93,2,ANM,ANM,active,0,158,158,0.13542689914257575,0.13542689914257575,17,0,normal
94,94,2,ANM,ANM,active,0,121,121,0.09827890233283909,0.09827890233283909,1,0,normal
96,96,2,ANM,ANM,active,0,191,191,0.2534190640278871,0.2534190640278871,19,0,normal
97,97,2,ANM,ANM,active,0,148,148,0.1026979700534683,0.1026979700534683,26,0,normal
98,98,2,ANM,ANM,active,0,145,145,0.11299142016376577,0.11299142016376577,0,1,normal
99,99,2,ANM,ANM,active,0,117,117,0.11053926447229517,0.11053926447229517,8,1,normal
101,101,2,ANM,ANM,active,0,180,180,0.05515672864593167,0.05515672864593167,1,1,normal
102,102,2,ANM,ANM,active,0,110,110,0.21531270056416324,0.21531270056416324,11,1,normal
103,103,2,ANM,ANM,active,0,118,118,0.10218277342956665,0.10218277342956665,1,0,normal
104,104,2,ANM,ANM,active,0,207,207,0.14277095915655644,0.14277095915655644,30,1,normal
106,106,2,ANM,ANM,active,0,105,105,0.16458789748827896,0.16458789748827896,7,0,normal
109,109,2,ANM,ANM,active,0,139,139,0.09575589493770408,0.09575589493770408,16,0,normal
110,110,2,ANM,ANM,active,0,184,184,0.06458185257232747,0.06458185257232747,17,0,normal
111,111,2,ANM,ANM,active,0,197,197,0.1306553506975085,0.1306553506975085,22,1,normal
112,112,2,ANM,ANM,active,0,202,202,0.012708891773347082,0.012708891773347082,1,0,normal
113,113,2,ANM,ANM,active,0,125,125,0.06518184960955556,0.06518184960955556,20,0,normal
114,114,2,ANM,ANM,active,0,217,217,0.03844800845396293,0.03844800845396293,13,1,normal
116,116,2,ANM,ANM,active,0,156,156,0.1847767369108814,0.1847767369108814,0,0,normal
118,118,2,ANM,ANM,active,0,157,157,0.04573203803169389,0.04573203803169389,3,0,normal
119,119,2,ANM,ANM,active,0,174,174,0.0785818511786834,0.0785818511786834,21,0,normal
120,120,2,ANM,ANM,active,0,189,189,0.11283390291583925,0.11283390291583925,22,1,normal
121,121,2,ANM,ANM,active,0,110,110,0.08767285026131053,0.08767285026131053,2,0,normal
122,122,2,ANM,ANM,active,0,100,100,0.12711327097065614,0.12711327097065614,17,0,normal
124,124,2,ANM,ANM,active,0,214,214,0.18804248387089462,0.18804248387089462,24,1,normal
125,125,2,ANM,ANM,active,0,166,166,0.21291554041783683,0.21291554041783683,7,0,normal
126,126,2,ANM,ANM,active,0,151,151,0.21496356381238044,0.21496356381238044,24,1,normal
127,127,2,ANM,ANM,active,0,203,203,0.055725693062790495,0.055725693062790495,19,0,normal
128,128,2,ANM,ANM,active,0,109,109,0.06148581180772571,0.06148581180772571,3,0,normal
129,129,2,ANM,ANM,active,0,118,118,0.07261741713490016,0.07261741713490016,11,0,normal
130,130,2,ANM,ANM,active,0,220,220,0.12698009256450543,0.12698009256450543,31,1,normal
131,131,2,ANM,ANM,active,0,202,202,0.08436320417083318,0.08436320417083318,30,0,normal
132,132,2,ANM,ANM,active,0,211,211,0.17929690795236866,0.17929690795236866,9,1,normal
133,133,2,ANM,ANM,active,0,153,153,0.08874785072038804,0.08874785072038804,4,0,normal
134,134,2,ANM,ANM,active,0,124,124,0.0791249506733575,0.0791249506733575,16,0,normal
136,136,2,ANM,ANM,active,0,144,144,0.08065510519283939,0.08065510519283939,14,0,normal
137,137,2,ANM,ANM,active,0,119,119,0.07859676307662836,0.07859676307662836,9,1,normal
139,139,2,ANM,ANM,active,0,201,201,0.11956435914510778,0.11956435914510778,8,0,normal
140,140,2,ANM,ANM,active,0,176,176,0.042478127950944806,0.042478127950944806,14,0,normal
141,141,2,ANM,ANM,active,0,156,156,0.09191891485436264,0.09191891485436264,22,1,normal
142,142,2,ANM,ANM,active,0,192,192,0.13999315665886775,0.13999315665886775,0,0,normal
144,144,2,ANM,ANM,active,0,122,122,0.040933629105925254,0.040933629105925254,8,0,normal
146,146,2,ANM,ANM,active,0,131,131,0.09938412921318295,0.09938412921318295,14,1,normal
147,147,2,ANM,ANM,active,0,142,142,0.14328269507521285,0.14328269507521285,3,1,normal
148,148,2,ANM,ANM,active,0,114,114,0.039753832391999644,0.039753832391999644,4,0,normal
149,149,2,ANM,ANM,active,0,177,177,0.1279465938981547,0.1279465938981547,21,0,normal
150,150,2,ANM,ANM,active,0,153,153,0.06297264539645775,0.06297264539645775,4,0,normal
152,152,2,ANM,ANM,active,0,199,199,0.2811642281415537,0.2811642281415537,18,1,normal
154,154,2,ANM,ANM,active,0,201,201,0.08875258512922245,0.08875258512922245,16,1,normal
156,156,2,ANM,ANM,active,0,162,162,0.11328571029652823,0.11328571029652823,17,1,normal
157,157,2,ANM,ANM,active,0,121,121,0.07241895954588871,0.07241895954588871,4,0,normal
158,158,2,ANM,ANM,active,0,130,130,0.11844854847519208,0.11844854847519208,12,1,normal
159,159,2,ANM,ANM,active,0,146,146,0.20821061710511568,0.20821061710511568,4,1,normal
160,160,2,ANM,ANM,active,0,155,155,0.038588117228128875,0.038588117228128875,5,1,normal
161,161,2,ANM,ANM,active,0,182,182,0.18960061444639847,0.18960061444639847,24,0,normal
163,163,2,ANM,ANM,active,0,179,179,0.2246424622258786,0.2246424622258786,6,1,normal
164,164,2,ANM,ANM,active,0,165,165,0.05066602801371699,0.05066602801371699,21,1,normal
165,165,2,ANM,ANM,active,0,104,104,0.10533781913626757,0.10533781913626757,29,0,normal
166,166,2,ANM,ANM,active,0,137,137,0.05074955113027195,0.05074955113027195,29,1,normal
167,167,2,ANM,ANM,active,0,100,100,0.05994535330864348,0.05994535330864348,26,1,normal
168,168,2,ANM,ANM,active,0,200,200,0.14308652413478645,0.14308652413478645,8,1,normal
169,169,2,ANM,ANM,active,0,145,145,0.07767129909111042,0.07767129909111042,5,0,normal
170,170,2,ANM,ANM,active,0,214,214,0.04496110831732735,0.04496110831732735,14,1,normal
171,171,2,ANM,ANM,active,0,200,200,0.10345835971607556,0.10345835971607556,10,0,normal
173,173,2,ANM,ANM,active,0,137,137,0.08965986881736306,0.08965986881736306,28,1,normal
175,175,2,ANM,ANM,active,0,178,178,0.22246125669155367,0.22246125669155367,8,0,normal
177,177,2,ANM,ANM,active,0,170,170,0.05368886447378249,0.05368886447378249,22,1,normal
178,178,2,ANM,ANM,active,0,124,124,0.17959950416421816,0.17959950416421816,26,0,normal
179,179,2,ANM,ANM,active,0,160,160,0.2191325773193719,0.2191325773193719,17,0,normal
180,180,2,ANM,ANM,active,0,129,129,0.14576243914395232,0.14576243914395232,29,0,normal
183,183,2,ANM,ANM,active,0,140,140,0.16529534039747196,0.16529534039747196,11,1,normal
184,184,2,ANM,ANM,active,0,104,104,0.03540289449525798,0.03540289449525798,2,0,normal
186,186,2,ANM,ANM,active,0,120,120,0.10427949275030093,0.10427949275030093,21,1,normal
187,187,2,ANM,ANM,active,0,140,140,0.05772989695965941,0.05772989695965941,22,0,normal
189,189,2,ANM,ANM,active,0,149,149,0.13970458658017043,0.13970458658017043,7,1,normal
190,190,2,ANM,ANM,active,0,191,191,0.034272249658038725,0.034272249658038725,24,1,normal
191,191,2,ANM,ANM,active,0,210,210,0.11870960195989727,0.11870960195989727,15,0,normal
192,192,2,ANM,ANM,active,0,204,204,0.16475167378032138,0.16475167378032138,24,1,normal
194,194,2,ANM,ANM,active,0,147,147,0.03877791520076133,0.03877791520076133,23,1,normal
195,195,2,ANM,ANM,active,0,201,201,0.27909223221033286,0.27909223221033286,23,0,normal
196,196,2,ANM,ANM,active,0,111,111,0.03262597842090091,0.03262597842090091,21,0,normal
197,197,2,ANM,ANM,active,0,144,144,0.0669393521725106,0.0669393521725106,3,1,normal
198,198,2,ANM,ANM,active,0,208,208,0.0817050581227582,0.0817050581227582,25,1,normal
199,199,2,ANM,ANM,active,0,212,212,0.08005220813389724,0.08005220813389724,1,1,normal
200,200,2,ANM,ANM,active,0,151,151,0.0925638607586115,0.0925638607586115,3,0,normal
201,201,2,ANM,ANM,active,0,193,193,0.13191645517360773,0.13191645517360773,6,1,normal
202,202,2,ANM,ANM,active,0,147,147,0.08483694225795742,0.08483694225795742,1,1,normal
203,203,2,ANM,ANM,active,0,196,196,0.1607063305486672,0.1607063305486672,3,0,normal
204,204,2,ANM,ANM,active,0,158,158,0.1806599411579185,0.1806599411579185,3,1,normal
206,206,2,ANM,ANM,active,0,208,208,0.1056659807104526,0.1056659807104526,5,0,normal
208,208,2,ANM,ANM,active,0,123,123,0.10785221240701788,0.10785221240701788,15,1,normal
209,209,2,ANM,ANM,active,0,148,148,0.0814694656896873,0.0814694656896873,28,1,normal
211,211,2,ANM,ANM,active,0,189,189,0.059676407007199325,0.059676407007199325,18,0,normal
212,212,2,ANM,ANM,active,0,142,142,0.049127252308246744,0.049127252308246744,11,1,normal
213,213,2,ANM,ANM,active,0,127,127,0.02713860487868867,0.02713860487868867,18,0,normal
214,214,2,ANM,ANM,active,0,120,120,0.12016375276598455,0.12016375276598455,16,0,normal
215,215,2,ANM,ANM,active,0,116,116,0.12564399482857028,0.12564399482857028,23,0,normal
216,216,2,ANM,ANM,active,0,105,105,0.2507478016706344,0.2507478016706344,12,0,normal
217,217,2,ANM,ANM,active,0,210,210,0.21767246595878312,0.21767246595878312,18,0,normal
218,218,2,ANM,ANM,active,0,184,184,0.0769537089805035,0.0769537089805035,1,1,normal
219,219,2,ANM,ANM,active,0,166,166,0.09014498327536313,0.09014498327536313,24,0,normal
220,220,2,ANM,ANM,active,0,154,154,0.08854416475617552,0.08854416475617552,18,1,normal
221,221,2,ANM,ANM,active,0,195,195,0.14157361083762116,0.14157361083762116,10,1,normal
222,222,2,ANM,ANM,active,0,190,190,0.04451448974592816,0.04451448974592816,16,1,normal
225,225,2,ANM,ANM,active,0,131,131,0.10212779281759628,0.10212779281759628,10,1,normal
226,226,2,ANM,ANM,active,0,171,171,0.10322286168780734,0.10322286168780734,6,0,normal
227,227,2,ANM,ANM,active,0,213,213,0.09335302992001296,0.09335302992001296,23,0,normal
229,229,2,ANM,ANM,active,0,209,209,0.12864977153398513,0.12864977153398513,7,1,normal
230,230,2,ANM,ANM,active,0,125,125,0.08771106553590635,0.08771106553590635,30,1,normal
231,231,2,ANM,ANM,active,0,206,206,0.18457223850583676,0.18457223850583676,30,0,normal
233,233,2,ANM,ANM,active,0,137,137,0.055353301867405405,0.055353301867405405,23,0,normal
234,234,2,ANM,ANM,active,0,177,177,0.30207307357520596,0.30207307357520596,9,0,normal
236,236,2,ANM,ANM,active,0,135,135,0.05326052044559487,0.05326052044559487,16,0,normal
237,237,2,ANM,ANM,active,0,102,102,0.1094589625527667,0.1094589625527667,16,0,normal
238,238,2,ANM,ANM,active,0,181,181,0.12927674683626555,0.12927674683626555,10,1,normal
239,239,2,ANM,ANM,active,0,211,211,0.17271803171373212,0.17271803171373212,6,0,normal
240,240,2,ANM,ANM,active,0,143,143,0.22862366646817733,0.22862366646817733,24,1,normal
242,242,2,ANM,ANM,active,0,153,153,0.13734317811939728,0.13734317811939728,18,0,normal
243,243,2,ANM,ANM,active,0,192,192,0.09131467076932259,0.09131467076932259,28,0,normal
244,244,2,ANM,ANM,active,0,167,167,0.05098656046229634,0.05098656046229634,12,0,normal
245,245,2,ANM,ANM,active,0,111,111,0.043685347565395063,0.043685347565395063,17,1,normal
246,246,2,ANM,ANM,active,0,113,113,0.13386872427862648,0.13386872427862648,11,0,normal
247,247,2,ANM,ANM,active,0,192,192,0.027479571855852147,0.027479571855852147,28,1,normal
248,248,2,ANM,ANM,active,0,121,121,0.05098346136530858,0.05098346136530858,29,1,normal
249,249,2,ANM,ANM,active,0,214,214,0.12469282659375239,0.12469282659375239,3,1,normal
250,250,2,ANM,ANM,active,0,155,155,0.06693834993723363,0.06693834993723363,27,0,normal
251,251,2,ANM,ANM,active,0,120,120,0.2702571766034427,0.2702571766034427,11,1,normal
252,252,2,ANM,ANM,active,0,165,165,0.04502086862216926,0.04502086862216926,31,1,normal
253,253,2,ANM,ANM,active,0,211,211,0.20124982639554256,0.20124982639554256,3,0,normal
254,254,2,ANM,ANM,active,0,147,147,0.08984552414163845,0.08984552414163845,22,1,normal
255,255,2,ANM,ANM,active,0,109,109,0.09617364400006742,0.09617364400006742,18,0,normal
256,256,2,ANM,ANM,active,0,199,199,0.14534240646943125,0.14534240646943125,3,0,normal
258,258,2,ANM,ANM,active,0,128,128,0.14491203314745335,0.14491203314745335,10,0,normal
259,259,2,ANM,ANM,active,0,127,127,0.13242323601323394,0.13242323601323394,22,1,normal
260,260,2,ANM,ANM,active,0,169,169,0.16454881392217804,0.16454881392217804,11,1,normal
262,262,2,ANM,ANM,active,0,200,200,0.06725264016004974,0.06725264016004974,0,0,normal
264,264,2,ANM,ANM,active,0,122,122,0.020177746252481074,0.020177746252481074,12,1,normal
266,266,2,ANM,ANM,active,0,179,179,0.09978996141572315,0.09978996141572315,22,1,normal
267,267,2,ANM,ANM,active,0,209,209,0.05360503964397118,0.05360503964397118,30,0,normal
268,268,2,ANM,ANM,active,0,148,148,0.09131650308066078,0.09131650308066078,19,0,normal
269,269,2,ANM,ANM,active,0,162,162,0.06743190394239741,0.06743190394239741,12,0,normal
270,270,2,ANM,ANM,active,0,196,196,0.13335725955944291,0.13335725955944291,27,0,normal
272,272,2,ANM,ANM,active,0,150,150,0.14458750514592766,0.14458750514592766,4,1,normal
274,274,2,ANM,ANM,active,0,198,198,0.04369272580886491,0.04369272580886491,30,0,normal
277,277,2,ANM,ANM,active,0,190,190,0.1516863687057677,0.1516863687057677,19,1,normal
278,278,2,ANM,ANM,active,0,136,136,0.059084103960836104,0.059084103960836104,14,0,normal
279,279,2,ANM,ANM,active,0,140,140,0.04568994337551083,0.04568994337551083,5,0,normal
280,280,2,ANM,ANM,active,0,203,203,0.03030759891503263,0.03030759891503263,1,1,normal
281,281,2,ANM,ANM,active,0,206,206,0.027979173542320445,0.027979173542320445,29,1,normal
282,282,2,ANM,ANM,active,0,176,176,0.04219166313649496,0.04219166313649496,22,1,normal
283,283,2,ANM,ANM,active,0,205,205,0.03187528346330651,0.03187528346330651,24,1,normal
285,285,2,ANM,ANM,active,0,151,151,0.15192917661746533,0.15192917661746533,23,1,normal
286,286,2,ANM,ANM,active,0,146,146,0.1629353291916606,0.1629353291916606,27,1,normal
287,287,2,ANM,ANM,active,0,147,147,0.18794608386449876,0.18794608386449876,29,0,normal
288,288,2,ANM,ANM,active,0,158,158,0.30263274351075864,0.30263274351075864,24,1,normal
289,289,2,ANM,ANM,active,0,166,166,0.22268742426815,0.22268742426815,5,0,normal
290,290,2,ANM,ANM,active,0,124,124,0.08469142104244085,0.08469142104244085,27,1,normal
291,291,2,ANM,ANM,active,0,137,137,0.0834152993157912,0.0834152993157912,21,0,normal
292,292,2,ANM,ANM,active,0,195,195,0.19980679123997508,0.19980679123997508,28,0,normal
293,293,2,ANM,ANM,active,0,199,199,0.044410089043625874,0.044410089043625874,5,1,normal
295,295,2,ANM,ANM,active,0,125,125,0.04311933613144643,0.04311933613144643,19,0,normal
297,297,2,ANM,ANM,active,0,133,133,0.15674063888162207,0.15674063888162207,23,1,normal
298,298,2,ANM,ANM,active,0,140,140,0.05614119758933908,0.05614119758933908,13,1,normal
299,299,2,ANM,ANM,active,0,120,120,0.14882611000430995,0.14882611000430995,19,0,normal
300,300,2,ANM,ANM,active,0,142,142,0.1304985381466325,0.1304985381466325,16,0,normal
301,301,2,ANM,ANM,active,0,160,160,0.09764282584498343,0.09764282584498343,22,0,normal
303,303,2,ANM,ANM,active,0,155,155,0.13175424777648015,0.13175424777648015,27,0,normal
304,304,2,ANM,ANM,active,0,204,204,0.032692964182797726,0.032692964182797726,22,1,normal
305,305,2,ANM,ANM,active,0,217,217,0.09943586020501441,0.09943586020501441,5,0,normal
306,306,2,ANM,ANM,active,0,119,119,0.07470290046053099,0.07470290046053099,3,1,normal
307,307,2,ANM,ANM,active,0,137,137,0.05697862358994031,0.05697862358994031,31,0,normal
308,308,2,ANM,ANM,active,0,120,120,0.22723381360511072,0.22723381360511072,1,0,normal
310,310,2,ANM,ANM,active,0,123,123,0.06696800574128535,0.06696800574128535,23,1,normal
311,311,2,ANM,ANM,active,0,122,122,0.012466967982923212,0.012466967982923212,4,0,normal
312,312,2,ANM,ANM,active,0,180,180,0.04032626982710333,0.04032626982710333,17,0,normal
314,314,2,ANM,ANM,active,0,105,105,0.12934433031659853,0.12934433031659853,11,0,normal
315,315,2,ANM,ANM,active,0,105,105,0.2255993250412574,0.2255993250412574,20,1,normal
316,316,2,ANM,ANM,active,0,122,122,0.1649373093736054,0.1649373093736054,31,0,normal
317,317,2,ANM,ANM,active,0,158,158,0.10015453572638996,0.10015453572638996,16,0,normal
318,318,2,ANM,ANM,active,0,120,120,0.13139528496227473,0.13139528496227473,25,1,normal
319,319,2,ANM,ANM,active,0,123,123,0.12511405132229445,0.12511405132229445,1,1,normal
320,320,2,ANM,ANM,active,0,111,111,0.09283202685864461,0.09283202685864461,2,0,normal
321,321,2,ANM,ANM,active,0,184,184,0.17687662117368186,0.17687662117368186,17,0,normal
322,322,2,ANM,ANM,active,0,177,177,0.05734634874954789,0.05734634874954789,2,0,normal
324,324,2,ANM,ANM,active,0,187,187,0.05846142615863733,0.05846142615863733,21,0,normal
325,325,2,ANM,ANM,active,0,113,113,0.0901797542474948,0.0901797542474948,1,0,normal
327,327,2,ANM,ANM,active,0,132,132,0.04825726781421958,0.04825726781421958,31,0,normal
329,329,2,ANM,ANM,active,0,176,176,0.1543394251690396,0.1543394251690396,9,0,normal
330,330,2,ANM,ANM,active,0,201,201,0.06191148617755382,0.06191148617755382,24,1,normal
332,332,2,ANM,ANM,active,0,137,137,0.06323556624474982,0.06323556624474982,24,1,normal
334,334,2,ANM,ANM,active,0,128,128,0.09217065401300861,0.09217065401300861,12,0,normal
335,335,2,ANM,ANM,active,0,115,115,0.16491187976977703,0.16491187976977703,21,0,normal
337,337,2,ANM,ANM,active,0,156,156,0.12267266898699736,0.12267266898699736,28,0,normal
338,338,2,ANM,ANM,active,0,182,182,0.03843339364640091,0.03843339364640091,9,0,normal
339,339,2,ANM,ANM,active,0,132,132,0.2717936660705606,0.2717936660705606,27,0,normal
340,340,2,ANM,ANM,active,0,148,148,0.30571291201695916,0.30571291201695916,12,0,normal
342,342,2,ANM,ANM,active,0,181,181,0.06343032600323854,0.06343032600323854,16,1,normal
343,343,2,ANM,ANM,active,0,219,219,0.0572889404644208,0.0572889404644208,18,0,normal
344,344,2,ANM,ANM,active,0,198,198,0.2384172054065813,0.2384172054065813,2,1,normal
345,345,2,ANM,ANM,active,0,179,179,0.18381965775925804,0.18381965775925804,18,1,normal
346,346,2,ANM,ANM,active,0,207,207,0.12421972673603718,0.12421972673603718,29,1,normal
347,347,2,ANM,ANM,active,0,150,150,0.11165636342485664,0.11165636342485664,22,0,normal
348,348,2,ANM,ANM,active,0,159,159,0.06850052880832591,0.06850052880832591,5,1,normal
349,349,2,ANM,ANM,active,0,210,210,0.20288607855468332,0.20288607855468332,4,0,normal
350,350,2,ANM,ANM,active,0,172,172,0.027800971432925814,0.027800971432925814,27,1,normal
351,351,2,ANM,ANM,active,0,198,198,0.17354629557570883,0.17354629557570883,28,0,normal
352,352,2,ANM,ANM,active,0,178,178,0.05928129862609919,0.05928129862609919,6,1,normal
353,353,2,ANM,ANM,active,0,194,194,0.13591300170344867,0.13591300170344867,17,1,normal
354,354,2,ANM,ANM,active,0,127,127,0.12044072723626323,0.12044072723626323,8,0,normal
355,355,2,ANM,ANM,active,0,163,163,0.25943503148755664,0.25943503148755664,22,1,normal
356,356,2,ANM,ANM,active,0,136,136,0.08616960727407635,0.08616960727407635,26,1,normal
358,358,2,ANM,ANM,active,0,163,163,0.13227217214701686,0.13227217214701686,22,1,normal
359,359,2,ANM,ANM,active,0,207,207,0.03244501420913503,0.03244501420913503,16,1,normal
360,360,2,ANM,ANM,active,0,204,204,0.3908029367591084,0.3908029367591084,23,0,normal
361,361,2,ANM,ANM,active,0,189,189,0.16310721730798142,0.16310721730798142,29,1,normal
362,362,2,ANM,ANM,active,0,198,198,0.04334138807731393,0.04334138807731393,15,0,normal
363,363,2,ANM,ANM,active,0,156,156,0.40328237166338277,0.40328237166338277,28,1,normal
364,364,2,ANM,ANM,active,0,174,174,0.03478965850190612,0.03478965850190612,14,0,normal
365,365,2,ANM,ANM,active,0,212,212,0.15525195578441928,0.15525195578441928,10,1,normal
366,366,2,ANM,ANM,active,0,136,136,0.043459424940155034,0.043459424940155034,16,0,normal
367,367,2,ANM,ANM,active,0,115,115,0.11009910686376291,0.11009910686376291,0,0,normal
371,371,2,ANM,ANM,active,0,137,137,0.24321927215246641,0.24321927215246641,25,1,normal
373,373,2,ANM,ANM,active,0,110,110,0.0812146310971266,0.0812146310971266,13,0,normal
374,374,2,ANM,ANM,active,0,135,135,0.0398926428198269,0.0398926428198269,2,1,normal
375,375,2,ANM,ANM,active,0,186,186,0.0931183760820598,0.0931183760820598,28,0,normal
376,376,2,ANM,ANM,active,0,117,117,0.13645582034085882,0.13645582034085882,13,1,normal
