flow_id,isup_msg_type,direction,packet_length,iat
66,ANM,0,102,0.13310485057535826
66,REL,1,140,0.1511973389515244
66,RLC,1,121,0.1694255482614681
67,IAM,0,125,0.0
67,ACM,0,162,0.081565302013057
67,ANM,0,202,0.12608489677736115
67,REL,1,193,0.13100014315174272
67,RLC,1,197,0.1330711372901876
68,IAM,0,214,0.0
68,ACM,0,207,0.08095224893287295
68,ANM,0,159,0.15768095356485665
68,REL,1,193,0.18203988695836992
68,RLC,1,216,0.21962064043644694
69,IAM,0,178,0.0
69,ACM,0,123,0.015780639868786785
69,REL,1,128,0.08242384447670484
69,RLC,1,131,0.1084833967387624
70,IAM,0,142,0.0
70,ACM,0,202,0.04585481445160418
70,ANM,0,103,0.05252689670513034
70,REL,1,169,0.07600663801228624
70,RLC,1,212,0.09265919603677264
71,IAM,0,125,0.0
71,ACM,0,158,0.023005160386798694
71,ANM,0,216,0.023046109538611862
71,REL,1,130,0.046156059626331354
71,RLC,1,137,0.2728259120545216
72,IAM,0,110,0.0
72,ACM,0,173,0.04396029201744303
72,ANM,0,136,0.06297348198717445
72,REL,1,105,0.09443945485206318
72,RLC,1,155,0.13722659650658764
73,IAM,0,176,0.0
73,ACM,0,104,0.10069878226971628
73,ANM,0,124,0.1577438627584408
73,REL,1,101,0.19125161003794786
73,RLC,1,139,0.23768801235370868
74,IAM,0,155,0.0
74,ACM,0,191,0.2086859393360715
74,ANM,0,138,0.20954392776676198
74,REL,1,126,0.2633198476886812
74,RLC,1,155,0.285730381735341
75,IAM,0,181,0.0
75,ACM,0,101,0.019955904615273072
75,ANM,0,177,0.1447869274066285
75,REL,1,127,0.1866125413748139
75,RLC,1,171,0.21042800452900579
76,IAM,0,134,0.0
76,ACM,0,175,0.01974700029909705
76,ANM,0,145,0.03232165565630603
76,REL,1,173,0.037289031923697806
76,RLC,1,195,0.0470499468383347
77,IAM,0,115,0.0
77,ACM,0,103,0.08408851605931403
77,ANM,0,117,0.09907148915667965
77,REL,1,139,0.1061111470800785
77,RLC,1,187,0.11727864498899562
78,IAM,0,210,0.0
78,ACM,0,116,0.017305578768210792
78,ANM,0,183,0.11347445147048904
78,REL,1,165,0.23106455599956394
78,RLC,1,205,0.2553283652979031
79,IAM,0,145,0.0
79,ACM,0,202,0.1267246926962242
79,ANM,0,191,0.13644733356121866
79,REL,1,197,0.20231643891707246
79,RLC,1,204,0.2413939289651986
80,IAM,0,218,0.0
80,ACM,0,100,0.03894796869596019
80,ANM,0,218,0.062121814834006486
80,REL,1,217,0.09472081971844869
80,RLC,1,167,0.12501307553117805
81,IAM,0,198,0.0
81,ACM,0,139,0.15150685550306608
81,ANM,0,125,0.2724675758147064
81,REL,1,133,0.37306999146389686
81,RLC,1,153,0.4059947024300157
82,IAM,0,188,0.0
82,ACM,0,201,0.050659091544743344
82,ANM,0,105,0.05171136846924415
82,REL,1,193,0.09757926912867297
82,RLC,1,214,0.11928402385395317
83,IAM,0,129,0.0
83,ACM,0,157,0.21426648645578297
83,ANM,0,212,0.21944899786695113
83,REL,1,139,0.22775307337274908
83,RLC,1,187,0.2704394615497433
84,IAM,0,123,0.0
84,ACM,0,100,0.04157955352211125
84,ANM,0,175,0.046723813382528345
84,REL,1,145,0.04783701454898989
84,RLC,1,172,0.10964136991656123
85,IAM,0,103,0.0
85,ACM,0,196,0.019642928458180015
85,ANM,0,152,0.10105117805870263
85,REL,1,160,0.12455000259500824
85,RLC,1,185,0.1445687784228193
86,IAM,0,98,0.0
86,IAM,0,135,0.01866361335456898
86,IAM,0,142,0.06792311987784884
86,IAM,0,110,0.08050130103256417
86,IAM,0,61,0.08568544472479278
86,IAM,0,91,0.08584305813762083
86,IAM,0,105,0.08962483140294844
86,IAM,0,97,0.09138126782319515
87,IAM,0,181,0.0
87,ACM,0,130,0.05135858576126177
87,ANM,0,176,0.10858393053150141
87,REL,1,132,0.11598492549989044
87,RLC,1,205,0.12244395855265129
88,IAM,0,234,0.0
88,ACM,0,171,0.02741166155744201
88,REL,1,173,0.14119895258634554
88,RLC,1,169,0.14211601368192625
89,IAM,0,152,0.0
89,ACM,0,220,0.08055455662326143
89,ANM,0,157,0.10119873991849385
89,REL,1,208,0.11462866383074091
89,RLC,1,106,0.14218206210529466
90,IAM,0,145,0.0
90,ACM,0,173,0.05529334969044271
90,ANM,0,205,0.07831084621822218
90,REL,1,161,0.1061275750746434
90,RLC,1,114,0.1430572395279435
91,IAM,0,107,0.0
91,ACM,0,183,0.049416978164706034
91,ANM,0,132,0.0697647153394186
91,REL,1,191,0.08754115851000738
91,RLC,1,130,0.11952006025920617
92,IAM,0,141,0.0
92,ACM,0,219,0.020918953620318925
92,ANM,0,145,0.07285691305145037
92,REL,1,213,0.14397501128171353
92,RLC,1,151,0.18323868673719004
93,IAM,0,207,0.0
93,ACM,0,211,0.04619200678390627
93,ANM,0,201,0.21403730876847465
93,REL,1,191,0.29011824251096036
93,RLC,1,154,0.29903098852496407
94,IAM,0,171,0.0
94,ACM,0,215,0.08653275515528723
94,ANM,0,165,0.12872172194909448
94,REL,1,114,0.13404191725763573
94,RLC,1,132,0.16140338144484212
95,IAM,0,101,0.0
95,ACM,0,172,0.03806465770348744
95,ANM,0,211,0.09455604650791727
95,REL,1,156,0.11969083765308161
95,RLC,1,154,0.14807168645752905
96,IAM,0,120,0.0
96,IAM,0,125,0.018795961811267654
96,IAM,0,70,0.020221437793081602
96,IAM,0,129,0.02443190004456406
96,IAM,0,107,0.029120871739770206
96,IAM,0,60,0.038670951410660986
96,IAM,0,104,0.048787300615389696
96,IAM,0,84,0.05755686563150511
97,IAM,0,208,0.0
97,ACM,0,140,0.14677069312209368
97,ANM,0,127,0.23004598968118972
97,REL,1,112,0.26621107029238084
97,RLC,1,107,0.2725561083219363
98,IAM,0,117,0.0
98,ACM,0,220,0.0018100002350301802
98,ANM,0,107,0.033271183206808636
98,REL,1,206,0.07499364247997631
98,RLC,1,153,0.09006918689804987
99,IAM,0,201,0.0
99,ACM,0,206,0.10317504075152364
99,ANM,0,118,0.11072475821877562
99,REL,1,148,0.16220071410559406
99,RLC,1,151,0.17244119705786837
100,IAM,0,145,0.0
100,IAM,0,130,0.019240317510595482
100,IAM,0,67,0.03902595580634355
100,IAM,0,117,0.06510681691002515
100,IAM,0,116,0.06865404378893529
100,IAM,0,138,0.08450719578546596
100,IAM,0,140,0.08744124499077555
100,IAM,0,128,0.10233987437968628
101,IAM,0,123,0.0
101,ACM,0,204,0.03962179781318103
101,ANM,0,210,0.06753944547279811
101,REL,1,158,0.15689804542754882
101,RLC,1,206,0.29192141513320846
102,IAM,0,168,0.0
102,ACM,0,147,0.08018983282475312
102,ANM,0,166,0.1456899130575624
102,REL,1,138,0.1817250812621531
102,RLC,1,182,0.21658379312927048
103,IAM,0,110,0.0
103,ACM,0,148,0.0683230570479935
103,ANM,0,112,0.0792682866707385
103,REL,1,116,0.1162066922661752
103,RLC,1,172,0.19498469550675368
104,IAM,0,186,0.0
104,ACM,0,114,0.07363014103520318
104,ANM,0,202,0.1117074990908192
104,REL,1,169,0.18850570167896802
104,RLC,1,103,0.2810743597184784
105,IAM,0,143,0.0
105,ACM,0,171,0.12867339292698968
105,ANM,0,194,0.1519783801699659
105,REL,1,217,0.15524944921517217
105,RLC,1,180,0.2848741437596839
106,IAM,0,143,0.0
106,ACM,0,169,0.010771939696793228
106,ANM,0,217,0.011794638262718917
106,REL,1,148,0.03212750464844522
106,RLC,1,182,0.09384431003121631
107,IAM,0,155,0.0
107,ACM,0,200,0.05936681160960869
107,ANM,0,117,0.09896682095205758
107,REL,1,170,0.1321395967126044
107,RLC,1,191,0.13578316538511695
108,IAM,0,135,0.0
108,ACM,0,218,0.03673237020404001
108,ANM,0,178,0.03735750695658215
108,REL,1,186,0.03763642108811468
108,RLC,1,207,0.05551035544240835
109,IAM,0,147,0.0
109,REL,1,189,0.08402285700881638
109,RLC,1,125,0.10109118833295877
110,IAM,0,123,0.0
110,ACM,0,203,0.1035913265877064
110,ANM,0,123,0.23345526378723577
110,REL,1,169,0.24231436750634883
110,RLC,1,114,0.2433566472205794
111,IAM,0,154,0.0
111,ACM,0,214,0.05911140358869368
111,ANM,0,132,0.09166901119450854
111,REL,1,136,0.09844243790782706
111,RLC,1,128,0.14891567645591228
112,IAM,0,153,0.0
112,REL,1,116,0.02639544584458826
112,RLC,1,188,0.1308496100089812
113,IAM,0,134,0.0
113,ACM,0,157,0.21316213765376907
113,ANM,0,204,0.2520671297526
113,REL,1,194,0.2715716880258089
113,RLC,1,151,0.3931510943323858
114,IAM,0,126,0.0
114,ACM,0,194,0.12460712727028903
114,ANM,0,171,0.1943624940280324
114,REL,1,178,0.1984396829431975
114,RLC,1,106,0.218269129563196
115,IAM,0,160,0.0
115,ACM,0,194,0.03204891704835261
115,ANM,0,163,0.09722384401185213
115,REL,1,156,0.11181931196908673
115,RLC,1,142,0.2147919009127135
116,IAM,0,175,0.0
116,ACM,0,140,0.03596034720462858
116,ANM,0,193,0.04498593159972766
116,REL,1,153,0.1388213247775429
116,RLC,1,177,0.18467076045019837
117,IAM,0,127,0.0
117,ACM,0,130,0.06971308822783154
117,ANM,0,199,0.10686546066047314
117,REL,1,178,0.31234167725379214
117,RLC,1,151,0.4153849817878786
118,IAM,0,208,0.0
118,ACM,0,160,0.11575215493253903
118,ANM,0,109,0.25728506520846656
118,REL,1,174,0.3031059075699548
118,RLC,1,164,0.37325507054399015
119,IAM,0,144,0.0
119,ACM,0,204,0.05031692460323172
119,ANM,0,193,0.0888348895444315
119,REL,1,135,0.10637063637603841
119,RLC,1,217,0.1347686251715629
120,IAM,0,180,0.0
120,ACM,0,164,0.048178441357544455
120,ANM,0,106,0.21979034206604262
120,REL,1,116,0.2923215000509891
120,RLC,1,186,0.38944325904673666
121,IAM,0,139,0.0
121,ACM,0,181,0.03650527350123463
121,ANM,0,122,0.04345750150314873
121,REL,1,157,0.11882997858400349
121,RLC,1,123,0.1656868997781014
122,IAM,0,164,0.0
122,ACM,0,205,0.14860589132084737
122,ANM,0,139,0.15302410747873124
122,REL,1,212,0.15844864870095104
122,RLC,1,153,0.19688203535478796
123,IAM,0,134,0.0
123,IAM,0,68,0.007170699421198344
123,IAM,0,149,0.04882746951587437
123,IAM,0,132,0.062393248928666684
123,IAM,0,140,0.06589542797257542
123,IAM,0,74,0.07807959157241023
123,IAM,0,78,0.07942106893262421
123,IAM,0,68,0.0911604011061597
124,IAM,0,219,0.0
124,ACM,0,196,0.01766456693918838
124,ANM,0,148,0.03464723849999099
124,REL,1,179,0.07531531491620386
124,RLC,1,164,0.21403708355499482
125,IAM,0,146,0.0
125,ACM,0,173,0.14207262329737133
125,ANM,0,199,0.19920462095187216
125,REL,1,217,0.24944527426258323
125,RLC,1,111,0.3513791762654595
126,IAM,0,129,0.0
126,ACM,0,118,0.11037968719693302
126,ANM,0,140,0.20397335042693016
126,REL,1,200,0.22424613492812637
126,RLC,1,152,0.2258929889994677
127,IAM,0,139,0.0
127,ACM,0,107,0.03669925625866452
127,ANM,0,130,0.1178330864491565
127,REL,1,182,0.15326025693865403
127,RLC,1,180,0.17669837261862065
128,IAM,0,172,0.0
128,ACM,0,204,0.10245200987302727
128,ANM,0,175,0.13947248150421077
128,REL,1,188,0.24986264500470323
128,RLC,1,148,0.29934834205718586
129,IAM,0,158,0.0
129,ACM,0,161,0.11460224218748126
129,ANM,0,204,0.12656874359855727
129,REL,1,165,0.3323600581867857
129,RLC,1,143,0.4429092690523081
130,IAM,0,149,0.0
130,ACM,0,185,0.1297679707691437
130,ANM,0,214,0.13213643053766008
130,REL,1,105,0.1604430412158156
130,RLC,1,187,0.16972773834530697
131,IAM,0,106,0.0
131,ACM,0,126,0.060584516624687265
131,ANM,0,147,0.13331401745294758
131,REL,1,157,0.15002664116983908
131,RLC,1,143,0.19327916509058365
132,IAM,0,209,0.0
132,ACM,0,189,0.10506989366854026
132,ANM,0,122,0.20039518032443498
132,REL,1,217,0.21908909284549963
132,RLC,1,183,0.21952264869402469
133,IAM,0,170,0.0
133,ACM,0,173,0.11946168334291656
133,ANM,0,189,0.1410506439840779
133,REL,1,158,0.14320647087225225
133,RLC,1,161,0.14465509261226547
134,IAM,0,144,0.0
134,REL,1,159,0.033765062215824426
134,RLC,1,168,0.04114982819216303
135,IAM,0,125,0.0
135,ACM,0,169,0.06291441724014007
135,ANM,0,188,0.10015035596475488
135,REL,1,109,0.1022107537458362
135,RLC,1,171,0.10521643023970115
136,IAM,0,212,0.0
136,ACM,0,102,0.1782902585886306
136,ANM,0,134,0.18105763086931959
136,REL,1,179,0.18788550771550555
136,RLC,1,149,0.25739618869265835
137,IAM,0,114,0.0
137,ACM,0,168,0.06794890477481273
137,ANM,0,121,0.10212790984487127
137,REL,1,137,0.18584912331079512
137,RLC,1,205,0.2029731609590117
138,IAM,0,145,0.0
138,ACM,0,149,0.18060589811824806
138,ANM,0,177,0.1969414902692206
138,REL,1,205,0.21007918082026492
138,RLC,1,152,0.303152403756302
139,IAM,0,189,0.0
139,ACM,0,176,0.160287452969682
139,ANM,0,206,0.18106081925074563
139,REL,1,191,0.2153072942862504
139,RLC,1,219,0.2868741746001427
140,IAM,0,164,0.0
140,REL,1,114,0.035130895739425606
140,RLC,1,189,0.04597453892697834
141,IAM,0,147,0.0
141,REL,1,141,0.12450281772108601
141,RLC,1,91,0.1301549245886109
142,IAM,0,110,0.0
142,ACM,0,206,0.2698864213305494
142,ANM,0,151,0.2901886872808303
142,REL,1,207,0.30757777937945774
142,RLC,1,121,0.3502554246462338
143,IAM,0,160,0.0
143,ACM,0,215,0.062057677036081525
143,ANM,0,112,0.08895660571145211
143,REL,1,140,0.1405272390085314
143,RLC,1,170,0.22004886678740698
144,IAM,0,108,0.0
144,ACM,0,205,0.14435691717433766
144,ANM,0,210,0.26210612152896207
144,REL,1,207,0.27141275553685723
144,RLC,1,220,0.3426692746745845
145,IAM,0,106,0.0
145,ACM,0,213,0.2870506853812607
145,ANM,0,161,0.3481874936530356
145,REL,1,137,0.3651724094270756
145,RLC,1,211,0.3808215624326587
146,IAM,0,158,0.0
146,ACM,0,127,0.0753890172531326
146,ANM,0,161,0.17003574070029365
146,REL,1,171,0.18105768094807378
146,RLC,1,110,0.18152082667686223
147,IAM,0,200,0.0
147,REL,1,96,0.030670050746824416
147,RLC,1,165,0.063459368540571
148,IAM,0,216,0.0
148,ACM,0,118,0.11691822872077347
148,ANM,0,216,0.20743241794941814
148,REL,1,177,0.24343956312639634
148,RLC,1,191,0.24467516951438092
149,IAM,0,208,0.0
149,ACM,0,189,0.019551262943584065
149,ANM,0,216,0.14595543950980547
149,REL,1,128,0.1989856866833754
149,RLC,1,190,0.23603814664829303
150,IAM,0,170,0.0
150,ACM,0,179,0.021063145189565296
150,ANM,0,197,0.07091071928312681
150,REL,1,213,0.09303694834184686
150,RLC,1,195,0.20762042814284754
151,IAM,0,173,0.0
151,ACM,0,201,0.16315662468274036
151,ANM,0,205,0.20563665685728813
151,REL,1,183,0.2164996786942852
151,RLC,1,196,0.23412101237913585
152,IAM,0,150,0.0
152,ACM,0,160,0.03541835132036292
152,ANM,0,147,0.07801926703313006
152,REL,1,151,0.10202261607460114
152,RLC,1,129,0.13541767721391593
153,IAM,0,181,0.0
153,ACM,0,109,0.012448477532606386
153,ANM,0,180,0.018831511919006234
153,REL,1,103,0.020623801760919047
153,RLC,1,185,0.06166700422774483
154,IAM,0,168,0.0
154,ACM,0,123,0.1012113258637555
154,ANM,0,131,0.166824407365203
154,REL,1,102,0.17601622994208505
154,RLC,1,180,0.19118244199310797
155,IAM,0,154,0.0
155,ACM,0,105,0.035516419175951754
155,ANM,0,125,0.06126616903962408
155,REL,1,154,0.08850277309966269
155,RLC,1,183,0.0901184401598765
156,IAM,0,138,0.0
156,IAM,0,80,0.03430904228679337
156,IAM,0,131,0.03703411790375124
156,IAM,0,145,0.037092546222627316
156,IAM,0,130,0.05950228425734324
156,IAM,0,101,0.0760741311810344
156,IAM,0,91,0.07711970146252746
156,IAM,0,77,0.08109381180182075
157,IAM,0,155,0.0
157,ACM,0,170,0.011819398007271081
157,ANM,0,211,0.06185766145130792
157,REL,1,116,0.0805927943325691
157,RLC,1,189,0.10067978316835782
158,IAM,0,188,0.0
158,ACM,0,105,0.026249061113345087
158,REL,1,133,0.051281917135870755
158,RLC,1,160,0.07154204006926243
159,IAM,0,133,0.0
159,ACM,0,215,0.06248265788291013
159,ANM,0,171,0.10238517026013653
159,REL,1,133,0.16299329289597567
159,RLC,1,178,0.19685034897093093
160,IAM,0,108,0.0
