flow_id,src_ip,dst_ip,src_port,dst_port,flow_duration,packet_count,total_bytes,avg_packet_size
192.168.10.5,23.15.4.9,49212,80,0.06714351385821124,2.0794415416798357,7.002155954403621,5.0616904648965395
192.168.10.5,23.194.181.149,49213,80,2.0361807412310298,3.091042453358316,9.659439517104408,6.616192671109532
192.168.10.14,23.15.4.10,49535,80,0.11305883570387414,2.70805020110221,9.321971188147367,6.684075869836046
192.168.10.14,23.15.4.9,49536,80,0.7413476639350999,2.833213344056216,9.45383541953829,6.682421831594891
192.168.10.14,72.21.91.29,49541,80,1.9322980573443016,1.791759469228055,5.746203190540153,4.14946386144318
192.168.10.9,72.21.91.29,1106,80,1.8582751099481924,1.9459101490553132,5.921578419643816,4.143134726391533
192.168.10.5,23.194.182.93,49215,80,0.04731378610506347,2.4849066497880004,7.80016307039296,5.406356110729742
192.168.10.5,40.112.210.171,49216,80,0.7905714358113816,2.995732273553991,9.656115343487846,6.7128282907255015
192.168.10.5,23.194.182.93,49219,80,0.07051530208903543,2.4849066497880004,8.00469951054955,5.610137574170937
192.168.10.5,184.84.243.224,49220,80,0.11403911610083116,2.3978952727983707,8.403128235128264,6.102558594613569
192.168.10.5,23.194.182.93,49221,80,0.06886243212276698,2.4849066497880004,7.79770203551669,5.403905129110602
192.168.10.5,23.194.182.93,49222,80,0.0687665071640541,2.4849066497880004,8.00469951054955,5.610137574170937
192.168.10.5,184.84.243.218,49231,80,0.10456631417861377,2.0794415416798357,7.00033446027523,5.059878870198189
192.168.10.5,72.21.91.29,49246,80,1.6435546614045378,1.9459101490553132,7.941295570906532,6.151313248049878
192.168.10.5,23.50.75.27,49249,80,1.8091131875643052,1.791759469228055,5.746203190540153,4.14946386144318
192.168.10.5,23.50.75.27,49250,80,1.8091410318258458,1.791759469228055,5.746203190540153,4.14946386144318
192.168.10.5,216.58.219.206,49253,80,0.154109670990802,1.9459101490553132,7.3395376954076745,5.551019720103791
192.168.10.5,178.255.83.1,49258,80,0.04618979473474935,2.302585092994046,7.515889085215125,5.3230099791384085
192.168.10.5,216.58.219.206,49263,80,0.44276405828607235,2.3978952727983707,7.988542982737695,5.689007189074046
192.168.10.5,216.58.219.206,49264,80,1.8132890425785575,1.791759469228055,5.746203190540153,4.14946386144318
192.168.10.5,72.21.91.29,49272,80,2.404120752068979,2.302585092994046,7.48324441607385,5.290509184100225
192.168.10.17,72.21.91.29,45878,80,1.7995574991872616,3.9318256327243257,10.046591729504579,6.136689799260761
192.168.10.17,23.50.75.27,47841,80,1.9574959248400132,3.1780538303479458,9.60123315090109,6.467226024606542
192.168.10.17,23.50.75.27,47844,80,1.8393705376801528,1.791759469228055,5.849324779946859,4.251348311031766
192.168.10.17,216.58.219.206,35505,80,1.3323169401489088,2.833213344056216,8.851949671253948,6.081505185415737
192.168.10.17,50.63.243.230,38526,80,0.2709052166730589,2.302585092994046,8.103796712981794,5.908988325283744
192.168.10.17,23.50.75.27,47855,80,1.9552437642876364,3.367295829986474,9.882927638570767,6.5521002229441505
192.168.10.17,23.50.75.27,47856,80,1.7527904530900664,2.9444389791664403,9.2393164802127,6.350594807621779
192.168.10.17,50.63.243.230,38533,80,0.1545177089560488,2.302585092994046,8.104401307921613,5.909591461610833
192.168.10.17,50.63.243.230,38534,80,0.5892933678220832,2.1972245773362196,7.492760300922379,5.417210896488447
192.168.10.17,178.255.83.1,53710,80,0.048155724121427004,2.302585092994046,7.555381944240273,5.362334918671481
192.168.10.17,178.255.83.1,53711,80,0.9333853559683003,2.3978952727983707,7.59337419312129,5.295312857527738
192.168.10.17,104.16.26.216,43503,80,1.3030445397321022,2.772588722239781,9.196748418456716,6.490116369942264
192.168.10.17,104.16.26.216,43504,80,1.88344702957282,1.9459101490553132,5.942799375126701,4.164077900236776
192.168.10.17,72.21.91.29,45969,80,1.69298465551913,3.044522437723423,9.076466063419854,6.082903607424764
192.168.10.17,23.50.75.27,47910,80,1.4560202599530954,2.302585092994046,8.520985989654934,6.325354086356356
192.168.10.17,50.63.243.230,38586,80,0.06603758628210978,2.302585092994046,8.103796712981794,5.908988325283744
192.168.10.17,50.63.243.230,38587,80,0.5947799789634232,2.302585092994046,7.528869256642251,5.335934230119343
192.168.10.17,52.84.143.31,58164,80,1.6637582821132655,3.367295829986474,9.49408972140025,6.163916126963163
192.168.10.17,178.255.83.1,53794,80,0.047945987835065054,2.1972245773362196,7.520234556474628,5.444579873526289
192.168.10.17,178.255.83.1,53795,80,0.17095119052118843,2.302585092994046,7.555381944240273,5.362334918671481
192.168.10.17,23.208.165.24,51177,80,0.04801575332419659,1.6094379124341003,8.077136638538454,6.6917735206955475
192.168.10.17,50.63.243.230,38642,80,0.09590184634614589,2.302585092994046,8.103191752285786,5.908384824963677
192.168.10.17,50.63.243.230,38645,80,0.064721505555523,2.1972245773362196,8.083637203141548,6.0063531596017325
192.168.10.17,50.63.243.230,38646,80,0.35802205482353194,2.0794415416798357,7.454141078146678,5.511699140660292
192.168.10.17,178.255.83.1,53829,80,0.04662771001015051,2.302585092994046,7.555905093611346,5.362855887685608
192.168.10.17,178.255.83.1,53830,80,0.993242518794467,2.302585092994046,7.559038255443384,5.365976015021851
192.168.10.17,50.63.243.230,38665,80,0.0644497211754171,2.1972245773362196,7.492760300922379,5.417210896488447
192.168.10.17,50.63.243.230,38668,80,0.096146159302727,2.3978952727983707,7.563719668414366,5.265794174842477
192.168.10.17,50.63.243.230,38669,80,0.13961502427439576,2.1972245773362196,8.084254106307318,6.006968733643947
192.168.10.17,178.255.83.1,53843,80,0.046402630944204666,2.0794415416798357,7.482681828154651,5.540142468807828
192.168.10.17,178.255.83.1,53844,80,0.3761014816987457,2.302585092994046,7.554334823725748,5.3612921657094255
192.168.10.17,178.255.83.1,53851,80,0.06070472725048701,2.302585092994046,7.555381944240273,5.362334918671481
192.168.10.17,178.255.83.1,53852,80,0.22721772958095182,2.1972245773362196,7.520234556474628,5.444579873526289
192.168.10.17,50.63.243.230,38685,80,0.06507006817396882,2.1972245773362196,8.084254106307318,6.006968733643947
192.168.10.17,50.63.243.230,38686,80,0.12145196962235999,2.1972245773362196,7.491645473605133,5.41610040220442
192.168.10.17,50.63.243.230,38703,80,0.09834834450861149,2.3978952727983707,7.562681246721884,5.264760583019194
192.168.10.17,178.255.83.1,53878,80,0.09905944889098041,2.302585092994046,7.554334823725748,5.3612921657094255
192.168.10.17,50.63.243.230,38711,80,0.06846309225252324,2.1972245773362196,8.084254106307318,6.006968733643947
192.168.10.17,50.63.243.230,38712,80,0.14417813765259155,2.1972245773362196,8.084254106307318,6.006968733643947
192.168.10.17,52.84.143.31,58280,80,0.6993468331547948,1.791759469228055,5.872117789475416,4.273884476054178
192.168.10.17,23.50.75.27,48040,80,0.046992189673968045,1.9459101490553132,7.972121128921655,6.182084906716632
192.168.10.17,50.63.243.230,38719,80,0.06469826372720354,2.302585092994046,8.103796712981794,5.908988325283744
192.168.10.17,50.63.243.230,38720,80,0.20092317053732175,2.1972245773362196,7.490529402060711,5.41498867335173
192.168.10.17,23.50.75.27,48053,80,0.7990136950594086,2.302585092994046,8.514589805546123,6.318968113746434
192.168.10.17,50.63.243.230,38729,80,0.06572217953034863,2.1972245773362196,8.084254106307318,6.006968733643947
192.168.10.17,50.63.243.230,38730,80,0.33835760936171666,2.1972245773362196,8.084254106307318,6.006968733643947
192.168.10.5,34.192.19.190,49274,80,0.12303667224949373,2.0794415416798357,7.269616749608169,5.327876168789581
192.168.10.17,178.255.83.1,53908,80,0.04656103362645715,2.302585092994046,7.554334823725748,5.3612921657094255
192.168.10.17,178.255.83.1,53909,80,0.32395859187022125,2.0794415416798357,7.482681828154651,5.540142468807828
192.168.10.5,23.15.4.17,49275,80,0.4016839614129168,3.9318256327243257,10.85516473308054,6.9440872082295275
192.168.10.17,178.255.83.1,53916,80,0.0726890225111544,2.1972245773362196,7.519149957669823,5.443499376392535
