flow_id,iat,packet_length,direction,dns_type
39,0.0,75,0,0
39,0.04225301742553711,91,1,1
40,0.0,97,0,0
40,0.00030112266540527344,862,1,1
41,0.0,75,0,0
41,0.05066800117492676,91,1,1
42,0.0,97,0,0
42,0.0003600120544433594,862,1,1
43,0.0,75,0,0
43,0.04874110221862793,103,1,1
44,0.0,82,0,0
44,0.00026416778564453125,976,1,1
45,0.0,108,0,0
45,0.0034580230712890625,108,1,1
46,0.0,201,0,0
46,0.0006508827209472656,151,1,1
47,0.0,162,0,0
47,0.004661083221435547,304,1,1
48,0.0,227,0,0
48,0.00624394416809082,1488,1,1
49,0.0,82,0,0
49,0.0012631416320800781,152,1,1
50,0.0,82,0,0
50,0.0012519359588623047,152,1,1
51,0.0,82,0,0
51,0.001001119613647461,152,1,1
52,0.0,100,1,0
52,0.0011219978332519531,182,1,1
53,0.0,86,0,0
53,0.09372091293334961,228,1,1
54,0.0,102,1,0
54,0.0007572174072265625,161,1,1
55,0.0,102,1,0
55,0.0012519359588623047,269,1,1
56,0.0,102,1,0
56,0.001241922378540039,172,1,1
57,0.0,102,1,0
57,0.0012509822845458984,184,1,1
58,0.0,85,0,0
58,0.010198831558227539,460,1,1
59,0.0,79,0,0
59,0.004639863967895508,503,1,1
60,0.0,93,0,0
60,0.0044100284576416016,813,1,1
61,0.0,99,1,0
61,0.09571599960327148,563,1,1
62,0.0,113,1,0
62,0.0968618392944336,1280,1,1
63,0.0,108,1,0
63,0.016952037811279297,508,1,1
64,0.0,122,1,0
64,0.018163204193115234,690,1,1
64,0.0007908344268798828,580,1,1
65,0.0,86,0,0
65,0.02025294303894043,544,1,1
66,0.0,100,0,0
66,0.01915884017944336,753,1,1
67,0.0,86,0,0
67,0.009440898895263672,244,1,1
68,0.0,112,1,0
68,0.004951000213623047,571,1,1
68,0.0010750293731689453,571,1,1
69,0.0,94,0,0
69,0.011341094970703125,467,1,1
70,0.0,94,0,0
70,0.011888980865478516,467,1,1
71,0.0,125,1,0
71,0.004374980926513672,880,1,1
72,0.0,111,1,0
72,0.0002071857452392578,497,1,1
72,0.0014109611511230469,880,1,1
73,0.0,116,1,0
73,0.005656003952026367,397,1,1
73,0.001104116439819336,409,1,1
73,0.0007929801940917969,837,1,1
74,0.0,120,0,0
74,0.010309934616088867,913,1,1
75,0.0,120,0,0
75,0.011658906936645508,913,1,1
76,0.0,90,0,0
76,0.004548072814941406,223,1,1
77,0.0,114,1,0
77,0.14389491081237793,412,1,1
77,0.0011188983917236328,400,1,1
78,0.0,91,0,0
78,0.16435623168945312,107,1,1
79,0.0,91,0,0
79,0.16878294944763184,119,1,1
80,0.0,91,0,0
80,0.17076802253723145,107,1,1
81,0.0,91,0,0
81,0.16458797454833984,119,1,1
82,0.0,91,0,0
82,0.17085886001586914,107,1,1
83,0.0,91,0,0
83,0.16521000862121582,119,1,1
84,0.0,91,0,0
84,0.17188811302185059,107,1,1
85,0.0,91,0,0
85,0.167496919631958,119,1,1
86,0.0,90,0,0
86,0.004583120346069336,125,1,1
87,0.0,103,0,0
87,0.0027260780334472656,240,1,1
88,0.0,91,0,0
88,0.09374380111694336,551,1,1
89,0.0,91,0,0
89,0.09287786483764648,551,1,1
90,0.0,91,0,0
90,0.09541702270507812,550,1,1
91,0.0,91,0,0
91,0.09423303604125977,550,1,1
92,0.0,112,1,0
92,0.010666131973266602,400,1,1
92,0.0011169910430908203,412,1,1
92,0.003482818603515625,428,1,1
92,0.03398299217224121,112,1,1
92,0.006133079528808594,112,1,1
92,0.19672298431396484,112,1,1
92,0.02172708511352539,112,1,1
93,0.0,103,0,0
93,0.003983974456787109,368,1,1
94,0.0,105,0,0
94,0.09412717819213867,860,1,1
95,0.0,105,0,0
95,0.09265494346618652,859,1,1
96,0.0,105,0,0
96,0.09534502029418945,859,1,1
97,0.0,105,0,0
97,0.09610700607299805,860,1,1
98,0.0,91,0,0
98,0.014390945434570312,389,1,1
99,0.0,111,1,0
99,0.004297018051147461,408,1,1
99,0.0011401176452636719,396,1,1
100,0.0,91,0,0
100,0.012253999710083008,377,1,1
101,0.0,138,1,0
101,0.01713395118713379,901,1,1
102,0.0,112,1,0
102,0.0042040348052978516,398,1,1
102,0.025523900985717773,901,1,1
103,0.0,112,1,0
103,0.14875006675720215,410,1,1
103,0.0229799747467041,901,1,1
103,0.03503680229187012,901,1,1
104,0.0,92,0,0
104,0.004606008529663086,378,1,1
105,0.0,92,0,0
105,0.010020017623901367,390,1,1
106,0.0,141,0,0
106,0.0024919509887695312,318,1,1
107,0.0,129,0,0
107,0.0026171207427978516,894,1,1
108,0.0,129,0,0
108,0.0020999908447265625,894,1,1
109,0.0,122,0,0
109,0.0021359920501708984,122,1,1
110,0.0,121,1,0
110,0.0004088878631591797,886,1,1
111,0.0,121,1,0
111,0.0004119873046875,886,1,1
112,0.0,123,1,0
112,0.011338949203491211,300,1,1
113,0.0,123,1,0
113,0.011752128601074219,300,1,1
114,0.0,123,1,0
114,0.01136016845703125,300,1,1
115,0.0,123,1,0
115,0.011831045150756836,300,1,1
116,0.0,129,1,0
116,0.016986846923828125,133,1,1
117,0.0,131,1,0
117,0.029597043991088867,108,1,1
118,0.0,113,1,0
118,0.01920795440673828,117,1,1
119,0.0,112,1,0
119,0.024703025817871094,156,1,1
120,0.0,106,1,0
120,0.018891096115112305,134,1,1
121,0.0,140,1,0
121,0.0007538795471191406,1818,1,1
122,0.0,106,1,0
122,0.014177083969116211,122,1,1
123,0.0,120,0,0
123,0.000579833984375,1798,1,1
124,0.0,82,0,0
124,0.02074885368347168,98,1,1
125,0.0,82,0,0
125,0.03840804100036621,110,1,1
126,0.0,82,0,0
126,0.01466512680053711,145,1,1
127,0.0,82,0,0
127,0.01691913604736328,98,1,1
128,0.0,82,0,0
128,0.040448904037475586,110,1,1
129,0.0,82,0,0
129,0.04290580749511719,98,1,1
130,0.0,82,0,0
130,0.030670166015625,110,1,1
131,0.0,82,0,0
131,0.059721946716308594,145,1,1
132,0.0,83,0,0
132,0.03679203987121582,99,1,1
133,0.0,83,0,0
133,0.024426937103271484,111,1,1
134,0.0,83,0,0
134,0.017959117889404297,146,1,1
135,0.0,83,0,0
135,0.010573863983154297,99,1,1
136,0.0,83,0,0
136,0.0804741382598877,111,1,1
137,0.0,83,0,0
137,0.03014993667602539,146,1,1
138,0.0,83,0,0
138,0.02648305892944336,99,1,1
139,0.0,83,0,0
139,0.030864953994750977,111,1,1
140,0.0,83,0,0
140,0.04234194755554199,146,1,1
141,0.0,91,0,0
141,0.0247650146484375,91,1,1
142,0.0,93,0,0
142,0.0756220817565918,331,1,1
143,0.0,93,0,0
143,0.15138602256774902,197,1,1
144,0.0,79,0,0
144,0.051100969314575195,335,1,1
145,0.0,79,0,0
145,0.024302005767822266,142,1,1
146,0.0,79,0,0
146,0.023127079010009766,142,1,1
147,0.0,82,0,0
147,0.01984405517578125,145,1,1
148,0.0,82,0,0
148,0.032824039459228516,530,1,1
149,0.0,82,0,0
149,0.04833817481994629,145,1,1
150,0.0,82,0,0
150,0.028898000717163086,338,1,1
151,0.0,82,0,0
151,0.04308605194091797,530,1,1
152,0.0,82,0,0
152,0.04595780372619629,145,1,1
153,0.0,79,0,0
153,0.023992061614990234,79,1,1
154,0.0,82,0,0
154,0.029513835906982422,145,1,1
155,0.0,82,0,0
155,0.06007504463195801,82,1,1
156,0.0,82,0,0
156,0.029614925384521484,145,1,1
157,0.0,87,0,0
157,0.027237892150878906,150,1,1
158,0.0,87,0,0
158,0.0338740348815918,87,1,1
159,0.0,101,0,0
159,0.07574105262756348,997,1,1
160,0.0,87,0,0
160,0.030746936798095703,150,1,1
161,0.0,82,0,0
161,0.4836711883544922,82,1,1
162,0.0,96,0,0
162,0.02529001235961914,608,1,1
163,0.0,96,0,0
163,0.07886409759521484,992,1,1
164,0.0,96,0,0
164,0.045996904373168945,159,1,1
165,0.0,87,0,0
165,0.028390169143676758,87,1,1
166,0.0,101,0,0
166,0.05563187599182129,613,1,1
167,0.0,101,0,0
167,0.06111621856689453,997,1,1
168,0.0,101,0,0
168,0.03954792022705078,164,1,1
169,0.0,79,0,0
169,0.07223081588745117,79,1,1
170,0.0,93,0,0
170,0.07100296020507812,1117,1,1
171,0.0,93,0,0
171,0.05563998222351074,156,1,1
172,0.0,93,0,0
172,0.0291140079498291,156,1,1
173,0.0,82,0,0
173,0.8324840068817139,145,1,1
174,0.0,82,0,0
174,0.20737791061401367,82,1,1
175,0.0,82,0,0
175,0.00251007080078125,145,1,1
176,0.0,82,0,0
176,0.06948518753051758,82,1,1
177,0.0,96,0,0
177,0.05161905288696289,159,1,1
178,0.0,84,0,0
178,0.03376197814941406,116,1,1
179,0.0,84,0,0
179,0.20835018157958984,140,1,1
180,0.0,84,0,0
180,0.8979029655456543,147,1,1
181,0.0,95,0,0
181,0.04601001739501953,151,1,1
182,0.0,95,0,0
182,0.09476113319396973,127,1,1
183,0.0,95,0,0
183,0.027519941329956055,371,1,1
184,0.0,95,0,0
184,0.11137199401855469,141,1,1
185,0.0,95,0,0
185,0.1929771900177002,95,1,1
186,0.0,95,0,0
186,0.04038095474243164,415,1,1
187,0.0,95,0,0
187,0.03349113464355469,136,1,1
188,0.0,95,0,0
188,0.050305843353271484,123,1,1
189,0.0,95,0,0
189,0.16713500022888184,153,1,1
190,0.0,95,0,0
190,0.045754194259643555,230,1,1
191,0.0,138,0,0
191,0.11257386207580566,154,1,1
192,0.0,138,0,0
192,0.03618907928466797,166,1,1
193,0.0,138,0,0
193,0.03846597671508789,201,1,1
194,0.0,317,0,0
194,0.09477019309997559,333,1,1
195,0.0,317,0,0
195,0.0682530403137207,345,1,1
196,0.0,80,0,0
196,0.521047830581665,96,1,1
197,0.0,80,0,0
197,0.021765947341918945,108,1,1
198,0.0,80,0,0
198,0.044126033782958984,143,1,1
199,0.0,85,0,0
199,0.02599787712097168,101,1,1
200,0.0,85,0,0
200,0.049809932708740234,113,1,1
201,0.0,85,0,0
201,0.06575489044189453,148,1,1
202,0.0,90,0,0
202,0.06738090515136719,106,1,1
203,0.0,90,0,0
203,0.06104278564453125,118,1,1
204,0.0,90,0,0
204,0.3341209888458252,153,1,1
205,0.0,95,0,0
205,0.07873296737670898,123,1,1
206,0.0,95,0,0
206,0.08352112770080566,158,1,1
207,0.0,100,0,0
207,0.7092721462249756,116,1,1
208,0.0,100,0,0
208,0.18460297584533691,128,1,1
209,0.0,100,0,0
209,0.09405803680419922,163,1,1
210,0.0,105,0,0
210,0.07972598075866699,121,1,1
211,0.0,105,0,0
211,0.049508094787597656,133,1,1
212,0.0,105,0,0
212,0.019690990447998047,168,1,1
213,0.0,110,0,0
213,0.09977102279663086,126,1,1
214,0.0,110,0,0
214,0.10329699516296387,138,1,1
215,0.0,110,0,0
215,0.007899999618530273,173,1,1
216,0.0,115,0,0
216,0.0606229305267334,131,1,1
217,0.0,115,0,0
217,0.18483495712280273,143,1,1
218,0.0,115,0,0
218,0.009638071060180664,178,1,1
219,0.0,102,0,0
219,0.046035051345825195,118,1,1
220,0.0,102,0,0
220,0.028789997100830078,130,1,1
221,0.0,102,0,0
221,0.04113507270812988,165,1,1
222,0.0,111,0,0
222,0.02585601806640625,127,1,1
223,0.0,111,0,0
223,0.10993599891662598,139,1,1
224,0.0,111,0,0
224,0.02684783935546875,174,1,1
225,0.0,87,0,0
225,0.00937795639038086,103,1,1
226,0.0,87,0,0
226,0.148881196975708,115,1,1
227,0.0,87,0,0
227,0.027317047119140625,150,1,1
228,0.0,87,0,0
228,0.026929855346679688,103,1,1
229,0.0,87,0,0
229,0.07089996337890625,115,1,1
230,0.0,87,0,0
230,0.06941103935241699,150,1,1
231,0.0,87,0,0
231,0.025748014450073242,103,1,1
232,0.0,87,0,0
232,0.03542804718017578,115,1,1
233,0.0,87,0,0
233,0.15943002700805664,150,1,1
234,0.0,90,0,0
234,0.06801199913024902,106,1,1
235,0.0,90,0,0
235,0.033083200454711914,118,1,1
236,0.0,90,0,0
236,0.09044694900512695,153,1,1
237,0.0,86,0,0
237,0.008661985397338867,102,1,1
238,0.0,86,0,0
238,0.04593300819396973,114,1,1
239,0.0,86,0,0
239,0.03566098213195801,149,1,1
240,0.0,89,0,0
240,0.022639036178588867,105,1,1
241,0.0,89,0,0
241,0.03364109992980957,117,1,1
242,0.0,89,0,0
242,0.9139769077301025,152,1,1
243,0.0,131,0,0
243,0.02564096450805664,147,1,1
244,0.0,131,0,0
244,0.04027295112609863,159,1,1
245,0.0,131,0,0
245,0.009742021560668945,194,1,1
246,0.0,133,0,0
246,0.051219940185546875,149,1,1
247,0.0,133,0,0
247,0.025326013565063477,161,1,1
248,0.0,133,0,0
248,0.02437591552734375,196,1,1
249,0.0,136,0,0
249,0.03345084190368652,152,1,1
250,0.0,136,0,0
250,0.032099008560180664,164,1,1
251,0.0,136,0,0
251,0.046878814697265625,199,1,1
252,0.0,96,0,0
252,0.02467203140258789,132,1,1
253,0.0,103,0,0
253,0.027926921844482422,144,1,1
254,0.0,101,0,0
254,0.012384891510009766,159,1,1
255,0.0,98,0,0
255,0.014107942581176758,132,1,1
256,0.0,86,0,0
256,0.01025390625,149,1,1
257,0.0,86,0,0
257,0.008905887603759766,122,1,1
258,0.0,86,0,0
258,0.015261173248291016,107,1,1
259,0.0,86,0,0
259,0.03194904327392578,193,1,1
260,0.0,86,0,0
260,0.02541208267211914,114,1,1
261,0.0,86,0,0
261,0.013815879821777344,510,1,1
262,0.0,86,0,0
262,0.012884140014648438,134,1,1
263,0.0,88,0,0
263,0.07936692237854004,275,1,1
264,0.0,88,0,0
264,0.12728309631347656,126,1,1
265,0.0,91,0,0
265,0.20448899269104004,1247,1,1
266,0.0,100,0,0
266,0.0771939754486084,147,1,1
267,0.0,155,0,0
267,0.07035994529724121,155,1,1
268,0.0,169,0,0
268,0.05876588821411133,1381,1,1
269,0.0,95,0,0
269,0.0041658878326416016,124,1,1
270,0.0,147,0,0
270,0.0044939517974853516,176,1,1
271,0.0,102,1,0
271,0.0156400203704834,118,1,1
272,0.0,102,1,0
272,0.0374910831451416,130,1,1
273,0.0,102,1,0
273,0.04617500305175781,165,1,1
274,0.0,102,1,0
274,0.030647993087768555,118,1,1
275,0.0,102,1,0
275,0.03143811225891113,130,1,1
276,0.0,102,1,0
276,0.04108285903930664,165,1,1
277,0.0,102,1,0
277,0.034134864807128906,118,1,1
278,0.0,102,1,0
278,0.03486299514770508,130,1,1
279,0.0,102,1,0
279,0.015604019165039062,165,1,1
280,0.0,103,1,0
280,0.042523860931396484,119,1,1
281,0.0,103,1,0
281,0.041890859603881836,131,1,1
282,0.0,103,1,0
282,0.030652999877929688,166,1,1
283,0.0,103,1,0
283,0.047904014587402344,119,1,1
284,0.0,103,1,0
284,0.009382009506225586,131,1,1
285,0.0,103,1,0
285,0.020781993865966797,166,1,1
286,0.0,103,1,0
286,0.04500603675842285,119,1,1
287,0.0,103,1,0
287,0.030862808227539062,131,1,1
288,0.0,103,1,0
288,0.04675889015197754,166,1,1
289,0.0,111,1,0
289,0.0367588996887207,340,1,1
290,0.0,113,1,0
290,0.0729990005493164,113,1,1
291,0.0,113,1,0
291,0.03635597229003906,217,1,1
292,0.0,99,1,0
292,0.020627975463867188,355,1,1
293,0.0,99,1,0
293,0.10074090957641602,162,1,1
294,0.0,99,1,0
294,0.12011480331420898,162,1,1
295,0.0,102,1,0
295,0.02215886116027832,165,1,1
296,0.0,102,1,0
296,0.007451057434082031,550,1,1
297,0.0,102,1,0
297,0.03238081932067871,165,1,1
298,0.0,102,1,0
298,0.01656484603881836,358,1,1
299,0.0,102,1,0
299,0.0326230525970459,550,1,1
300,0.0,102,1,0
300,0.05762195587158203,165,1,1
301,0.0,99,1,0
301,0.020071983337402344,99,1,1
302,0.0,113,1,0
302,0.04080700874328613,625,1,1
303,0.0,113,1,0
303,0.3903031349182129,176,1,1
304,0.0,113,1,0
304,0.04088401794433594,176,1,1
305,0.0,102,1,0
305,0.23214101791381836,165,1,1
306,0.0,102,1,0
306,0.07221603393554688,102,1,1
307,0.0,102,1,0
307,0.050657033920288086,165,1,1
308,0.0,107,1,0
308,0.022223949432373047,170,1,1
309,0.0,107,1,0
309,0.06253814697265625,107,1,1
310,0.0,121,1,0
310,0.13457393646240234,1017,1,1
311,0.0,107,1,0
311,0.6779341697692871,170,1,1
312,0.0,102,1,0
312,0.046028852462768555,102,1,1
313,0.0,116,1,0
313,0.3249330520629883,628,1,1
314,0.0,116,1,0
314,0.06447005271911621,1012,1,1
315,0.0,116,1,0
315,0.026897907257080078,179,1,1
316,0.0,107,1,0
316,0.06405997276306152,107,1,1
317,0.0,121,1,0
317,0.03942608833312988,633,1,1
318,0.0,121,1,0
318,0.04771995544433594,1017,1,1
319,0.0,121,1,0
319,0.2487189769744873,184,1,1
320,0.0,99,1,0
320,0.0977931022644043,99,1,1
321,0.0,113,1,0
321,0.7376189231872559,1137,1,1
322,0.0,113,1,0
322,0.0621638298034668,176,1,1
323,0.0,102,1,0
323,0.01813483238220215,165,1,1
324,0.0,102,1,0
324,0.041825056076049805,102,1,1
325,0.0,102,1,0
325,0.04296422004699707,165,1,1
326,0.0,102,1,0
326,0.05013704299926758,102,1,1
327,0.0,116,1,0
327,0.0927281379699707,1140,1,1
328,0.0,116,1,0
328,0.010851860046386719,179,1,1
329,0.0,104,1,0
329,0.01724696159362793,136,1,1
330,0.0,104,1,0
330,0.03620195388793945,160,1,1
331,0.0,104,1,0
331,0.047142982482910156,167,1,1
332,0.0,115,1,0
332,0.762861967086792,171,1,1
333,0.0,115,1,0
333,0.025933027267456055,147,1,1
334,0.0,115,1,0
334,0.023740053176879883,391,1,1
335,0.0,115,1,0
335,0.017640113830566406,161,1,1
336,0.0,115,1,0
336,0.10976982116699219,435,1,1
337,0.0,115,1,0
337,0.006751060485839844,156,1,1
338,0.0,115,1,0
338,0.027792930603027344,143,1,1
339,0.0,115,1,0
339,0.04528212547302246,173,1,1
340,0.0,115,1,0
340,0.057250022888183594,250,1,1
341,0.0,158,1,0
341,0.01822686195373535,174,1,1
342,0.0,158,1,0
342,0.054039955139160156,186,1,1
343,0.0,158,1,0
343,0.04701805114746094,221,1,1
344,0.0,337,1,0
344,0.06501293182373047,353,1,1
345,0.0,337,1,0
345,0.08734989166259766,365,1,1
346,0.0,337,1,0
346,0.08088302612304688,400,1,1
347,0.0,100,1,0
347,0.035218000411987305,116,1,1
348,0.0,100,1,0
348,0.009449958801269531,128,1,1
349,0.0,100,1,0
349,0.05894112586975098,163,1,1
350,0.0,105,1,0
350,0.016691923141479492,121,1,1
351,0.0,105,1,0
351,0.04063701629638672,133,1,1
352,0.0,105,1,0
352,0.045866966247558594,168,1,1
353,0.0,110,1,0
353,0.05577707290649414,126,1,1
354,0.0,110,1,0
354,0.2184739112854004,138,1,1
355,0.0,110,1,0
355,0.05600690841674805,173,1,1
356,0.0,115,1,0
356,0.028470993041992188,131,1,1
357,0.0,115,1,0
357,0.05016589164733887,143,1,1
358,0.0,115,1,0
358,0.06968402862548828,178,1,1
359,0.0,120,1,0
359,0.07162594795227051,136,1,1
360,0.0,120,1,0
360,0.014153003692626953,148,1,1
361,0.0,120,1,0
361,0.08150100708007812,183,1,1
362,0.0,125,1,0
362,0.010599851608276367,141,1,1
363,0.0,125,1,0
363,0.007531881332397461,153,1,1
364,0.0,125,1,0
364,0.10051989555358887,188,1,1
365,0.0,130,1,0
365,0.08663487434387207,146,1,1
366,0.0,130,1,0
366,0.33505916595458984,158,1,1
367,0.0,130,1,0
367,0.1588141918182373,193,1,1
368,0.0,135,1,0
368,0.15250515937805176,151,1,1
369,0.0,135,1,0
369,0.14964604377746582,163,1,1
370,0.0,135,1,0
370,0.1323990821838379,198,1,1
371,0.0,122,1,0
371,0.030485868453979492,138,1,1
372,0.0,122,1,0
372,0.04995298385620117,150,1,1
373,0.0,122,1,0
373,0.035742998123168945,185,1,1
374,0.0,131,1,0
374,0.015506982803344727,147,1,1
375,0.0,131,1,0
375,0.024991989135742188,159,1,1
376,0.0,131,1,0
376,0.035154104232788086,194,1,1
377,0.0,107,1,0
377,0.1218881607055664,123,1,1
378,0.0,107,1,0
378,0.03426194190979004,135,1,1
379,0.0,107,1,0
379,0.03463101387023926,170,1,1
380,0.0,107,1,0
380,0.04668903350830078,123,1,1
381,0.0,107,1,0
381,0.03377699851989746,135,1,1
382,0.0,107,1,0
382,0.0652458667755127,170,1,1
383,0.0,107,1,0
383,0.04260897636413574,123,1,1
384,0.0,107,1,0
384,0.0315549373626709,135,1,1
385,0.0,107,1,0
385,0.022639989852905273,170,1,1
386,0.0,110,1,0
386,0.03139209747314453,126,1,1
387,0.0,110,1,0
387,0.026034116744995117,138,1,1
388,0.0,110,1,0
388,0.04277205467224121,173,1,1
389,0.0,106,1,0
389,0.034628868103027344,122,1,1
390,0.0,106,1,0
390,0.04005599021911621,134,1,1
391,0.0,106,1,0
391,0.027254819869995117,169,1,1
392,0.0,109,1,0
392,0.008640050888061523,125,1,1
393,0.0,109,1,0
393,0.041285037994384766,137,1,1
394,0.0,109,1,0
394,0.02129507064819336,172,1,1
395,0.0,151,1,0
395,0.03740811347961426,167,1,1
396,0.0,151,1,0
396,0.015359163284301758,179,1,1
397,0.0,151,1,0
397,0.04489588737487793,214,1,1
398,0.0,153,1,0
398,0.03484201431274414,169,1,1
399,0.0,153,1,0
399,0.035491943359375,181,1,1
400,0.0,153,1,0
400,0.016895055770874023,216,1,1
401,0.0,156,1,0
401,0.02375197410583496,172,1,1
402,0.0,156,1,0
402,0.025887012481689453,184,1,1
403,0.0,156,1,0
403,0.037088871002197266,219,1,1
404,0.0,116,1,0
404,0.040413856506347656,152,1,1
405,0.0,123,1,0
405,0.031269073486328125,164,1,1
406,0.0,121,1,0
406,0.03501296043395996,179,1,1
407,0.0,118,1,0
407,0.040246009826660156,152,1,1
408,0.0,106,1,0
408,0.014046192169189453,169,1,1
409,0.0,106,1,0
409,0.12404084205627441,142,1,1
410,0.0,106,1,0
410,0.016371965408325195,127,1,1
411,0.0,106,1,0
411,0.029400110244750977,213,1,1
412,0.0,106,1,0
412,0.014154195785522461,134,1,1
413,0.0,106,1,0
413,0.010864973068237305,530,1,1
414,0.0,106,1,0
414,0.01522517204284668,154,1,1
415,0.0,108,1,0
415,0.03764986991882324,295,1,1
416,0.0,108,1,0
416,0.022112131118774414,146,1,1
417,0.0,104,1,0
417,0.05324602127075195,137,1,1
418,0.0,111,1,0
418,0.014979839324951172,1267,1,1
419,0.0,120,1,0
419,0.05297589302062988,167,1,1
420,0.0,175,1,0
420,0.34734010696411133,1387,1,1
421,0.0,115,1,0
421,0.006396055221557617,144,1,1
422,0.0,167,1,0
422,0.009269952774047852,196,1,1
423,0.0,91,0,0
423,0.007161140441894531,154,1,1
424,0.0,75,0,0
424,0.0034601688385009766,91,1,1
425,0.0,75,0,0
425,0.0033979415893554688,103,1,1
426,0.0,127,1,0
426,0.026792049407958984,103,1,1
427,0.0,91,0,0
427,0.013212919235229492,154,1,1
428,0.0,75,0,0
428,0.011976003646850586,91,1,1
429,0.0,75,0,0
429,0.0027379989624023438,103,1,1
430,0.0,139,1,0
430,0.035119056701660156,103,1,1
431,0.0,86,0,0
431,0.0025839805603027344,309,1,1
432,0.0,74,0,0
432,0.003180980682373047,276,1,1
433,0.0,74,0,0
433,0.0031931400299072266,276,1,1
434,0.0,86,0,0
434,0.028840065002441406,158,1,1
435,0.0,86,0,0
435,0.02856588363647461,158,1,1
436,0.0,86,0,0
436,0.027297019958496094,149,1,1
437,0.0,86,0,0
437,0.027330875396728516,149,1,1
438,0.0,75,0,0
438,0.002928018569946289,91,1,1
439,0.0,75,0,0
439,0.002955198287963867,103,1,1
440,0.0,106,1,0
440,0.0011968612670898438,180,1,1
441,0.0,151,1,0
441,0.010289907455444336,103,1,1
442,0.0,69,0,0
442,0.003337860107421875,85,1,1
443,0.0,69,0,0
443,0.003281116485595703,97,1,1
444,0.0,87,0,0
444,0.00592494010925293,148,1,1
445,0.0,74,0,0
445,0.0029609203338623047,90,1,1
446,0.0,74,0,0
446,0.0029921531677246094,102,1,1
447,0.0,85,0,0
447,0.0031290054321289062,116,1,1
448,0.0,87,0,0
448,0.008167028427124023,142,1,1
449,0.0,86,0,0
449,0.002708911895751953,124,1,1
450,0.0,85,0,0
450,0.0031468868255615234,127,1,1
451,0.0,85,0,0
451,0.002496957778930664,130,1,1
452,0.0,83,0,0
452,0.00267791748046875,133,1,1
453,0.0,83,0,0
453,0.0023720264434814453,136,1,1
454,0.0,84,0,0
454,0.18915677070617676,144,1,1
455,0.0,85,0,0
455,0.002588033676147461,134,1,1
456,0.0,85,0,0
456,0.002611875534057617,134,1,1
457,0.0,75,0,0
457,0.02256298065185547,147,1,1
458,0.0,75,0,0
458,0.019741058349609375,103,1,1
459,0.0,85,0,0
459,0.0027282238006591797,120,1,1
460,0.0,69,0,0
460,0.0025157928466796875,97,1,1
461,0.0,132,0,0
461,0.030016183853149414,164,1,1
462,0.0,74,0,0
462,0.10595703125,90,1,1
463,0.0,74,0,0
463,0.0027370452880859375,102,1,1
464,0.0,132,0,0
464,0.012224912643432617,171,1,1
465,0.0,132,0,0
465,0.04359292984008789,189,1,1
466,0.0,132,0,0
466,0.03050994873046875,172,1,1
467,0.0,132,0,0
467,0.017874956130981445,173,1,1
468,0.0,132,0,0
468,0.0031690597534179688,169,1,1
469,0.0,132,0,0
